"Cycle","Well","RFU","Dilu","Repli","probe","sp","Neg"
7,"E4",-1.46465928315865,5,4,"CbeB","Cbe",FALSE
7,"E5",-3.09491573689775,5,5,"CbeB","Cbe",FALSE
7,"E6",-13.0589388052285,5,6,"CbeB","Cbe",FALSE
7,"E7",3.81318953096888,5,7,"Cbp","Fex",FALSE
7,"E8",4.85953596122818,5,8,"Cbp","Fex",FALSE
7,"E9",-1.93629759594342,5,9,"Cbp","Fex",FALSE
7,"E10",-1.46680738822943,5,10,"Fex","Fex",FALSE
7,"E11",-5.61542910359822,5,11,"Fex","Fex",FALSE
7,"E12",-5.03436240185511,5,12,"Fex","Fex",FALSE
8,"A1",3.35025186436269,1,1,"CbeA","Cbe",FALSE
8,"A2",7.313705622425,1,2,"CbeA","Cbe",FALSE
8,"A3",5.61322861001554,1,3,"CbeA","Cbe",FALSE
8,"A4",-1.04495622049126,1,4,"CbeB","Cbe",FALSE
8,"A5",-2.031311064281,1,5,"CbeB","Cbe",FALSE
8,"A6",9.54434138871602,1,6,"CbeB","Cbe",FALSE
8,"A7",2.0305276511981,1,7,"Cbp","Fex",FALSE
8,"A8",2.49057222007878,1,8,"Cbp","Fex",FALSE
8,"A9",1.6883098645294,1,9,"Cbp","Fex",FALSE
8,"A10",4.10450470451269,1,10,"Fex","Fex",FALSE
8,"A11",-2.53971650368294,1,11,"Fex","Fex",FALSE
8,"A12",9.37765295541794,1,12,"Fex","Fex",FALSE
8,"B1",9.58998315563531,2,1,"CbeA","Cbe",FALSE
8,"B2",0.160994849675262,2,2,"CbeA","Cbe",FALSE
8,"B3",2.37659467462709,2,3,"CbeA","Cbe",FALSE
8,"B4",0.410651164738738,2,4,"CbeB","Cbe",FALSE
8,"B5",1.39836700933665,2,5,"CbeB","Cbe",FALSE
8,"B6",6.98318333245061,2,6,"CbeB","Cbe",FALSE
8,"B7",2.64972408547101,2,7,"Cbp","Fex",FALSE
8,"B8",3.98339933069201,2,8,"Cbp","Fex",FALSE
8,"B9",1.84473951551081,2,9,"Cbp","Fex",FALSE
8,"B10",1.56062529596329,2,10,"Fex","Fex",FALSE
8,"B11",11.4996216140917,2,11,"Fex","Fex",FALSE
8,"B12",-2.50602767865439,2,12,"Fex","Fex",FALSE
8,"C1",5.083345574536,3,1,"CbeA","Cbe",FALSE
8,"C2",2.77904325764393,3,2,"CbeA","Cbe",FALSE
8,"C3",3.40504424691335,3,3,"CbeA","Cbe",FALSE
8,"C4",13.1092759904968,3,4,"CbeB","Cbe",FALSE
8,"C5",-0.613742938439827,3,5,"CbeB","Cbe",FALSE
8,"C6",0.620645638293354,3,6,"CbeB","Cbe",FALSE
8,"C7",5.07440934214992,3,7,"Cbp","Fex",FALSE
8,"C8",-2.49711062556662,3,8,"Cbp","Fex",FALSE
8,"C9",0.333080856030847,3,9,"Cbp","Fex",FALSE
8,"C10",9.68687483703343,3,10,"Fex","Fex",FALSE
8,"C11",2.56735895110432,3,11,"Fex","Fex",FALSE
8,"C12",4.69862867280335,3,12,"Fex","Fex",FALSE
8,"D1",1.53954606103707,4,1,"CbeA","Cbe",FALSE
8,"D2",4.68014313184813,4,2,"CbeA","Cbe",FALSE
8,"D3",7.83721033613256,4,3,"CbeA","Cbe",FALSE
8,"D4",-0.126340141140645,4,4,"CbeB","Cbe",FALSE
8,"D5",-1.00163112659538,4,5,"CbeB","Cbe",FALSE
8,"D6",3.10590960160243,4,6,"CbeB","Cbe",FALSE
8,"D7",3.41972456188751,4,7,"Cbp","Fex",FALSE
8,"D8",5.23053332731797,4,8,"Cbp","Fex",FALSE
8,"D9",7.10026728510456,4,9,"Cbp","Fex",FALSE
8,"D10",-1.9680303704281,4,10,"Fex","Fex",FALSE
8,"D11",4.56178618372724,4,11,"Fex","Fex",FALSE
8,"D12",5.08914588151765,4,12,"Fex","Fex",FALSE
8,"E1",2.65386604183368,5,1,"CbeA","Cbe",FALSE
8,"E2",6.60536738977316,5,2,"CbeA","Cbe",FALSE
8,"E3",2.37316764073512,5,3,"CbeA","Cbe",FALSE
8,"E4",2.77647619413619,5,4,"CbeB","Cbe",FALSE
8,"E5",6.07691153984979,5,5,"CbeB","Cbe",FALSE
8,"E6",5.34643914186745,5,6,"CbeB","Cbe",FALSE
8,"E7",2.3565048519481,5,7,"Cbp","Fex",FALSE
8,"E8",5.70046063758537,5,8,"Cbp","Fex",FALSE
8,"E9",8.62688950563688,5,9,"Cbp","Fex",FALSE
8,"E10",4.57009391774045,5,10,"Fex","Fex",FALSE
8,"E11",-0.78079109250848,5,11,"Fex","Fex",FALSE
8,"E12",2.20932315001119,5,12,"Fex","Fex",FALSE
9,"A1",-1.89584667269446,1,1,"CbeA","Cbe",FALSE
9,"A2",0.706937635311988,1,2,"CbeA","Cbe",FALSE
9,"A3",-3.30111825139466,1,3,"CbeA","Cbe",FALSE
9,"A4",-7.47407736388777,1,4,"CbeB","Cbe",FALSE
9,"A5",0.341397587404572,1,5,"CbeB","Cbe",FALSE
9,"A6",-1.05459966534363,1,6,"CbeB","Cbe",FALSE
9,"A7",1.70664879394235,1,7,"Cbp","Fex",FALSE
9,"A8",3.15831418396556,1,8,"Cbp","Fex",FALSE
9,"A9",5.84266868119039,1,9,"Cbp","Fex",FALSE
9,"A10",-0.465338516255542,1,10,"Fex","Fex",FALSE
9,"A11",-4.86613196086546,1,11,"Fex","Fex",FALSE
9,"A12",7.12646604504152,1,12,"Fex","Fex",FALSE
9,"B1",5.52741011314265,2,1,"CbeA","Cbe",FALSE
9,"B2",-2.32554864975282,2,2,"CbeA","Cbe",FALSE
9,"B3",-8.38120092237568,2,3,"CbeA","Cbe",FALSE
9,"B4",0.891125870277392,2,4,"CbeB","Cbe",FALSE
9,"B5",3.20641777407036,2,5,"CbeB","Cbe",FALSE
9,"B6",-1.88722124272408,2,6,"CbeB","Cbe",FALSE
9,"B7",0.439773645481637,2,7,"Cbp","Fex",FALSE
9,"B8",6.0306893243519,2,8,"Cbp","Fex",FALSE
9,"B9",4.85488849590593,2,9,"Cbp","Fex",FALSE
9,"B10",2.01184895588904,2,10,"Fex","Fex",FALSE
9,"B11",1.2650410849119,2,11,"Fex","Fex",FALSE
9,"B12",2.09033649144931,2,12,"Fex","Fex",FALSE
9,"C1",-1.08858971232348,3,1,"CbeA","Cbe",FALSE
9,"C2",12.8428577534623,3,2,"CbeA","Cbe",FALSE
9,"C3",-7.58521724879938,3,3,"CbeA","Cbe",FALSE
9,"C4",0.706059229327366,3,4,"CbeB","Cbe",FALSE
9,"C5",0.94433073926848,3,5,"CbeB","Cbe",FALSE
9,"C6",-7.44257900339016,3,6,"CbeB","Cbe",FALSE
9,"C7",4.64444738030261,3,7,"Cbp","Fex",FALSE
9,"C8",5.91194785521657,3,8,"Cbp","Fex",FALSE
9,"C9",4.27879728601329,3,9,"Cbp","Fex",FALSE
9,"C10",0.333548424462606,3,10,"Fex","Fex",FALSE
9,"C11",3.17668461085032,3,11,"Fex","Fex",FALSE
9,"C12",0.0906072640318598,3,12,"Fex","Fex",FALSE
9,"D1",0.219679184016059,4,1,"CbeA","Cbe",FALSE
9,"D2",-0.909440734412783,4,2,"CbeA","Cbe",FALSE
9,"D3",-3.63517865438553,4,3,"CbeA","Cbe",FALSE
9,"D4",3.71321351698771,4,4,"CbeB","Cbe",FALSE
9,"D5",0.656156609491518,4,5,"CbeB","Cbe",FALSE
9,"D6",1.72338373125149,4,6,"CbeB","Cbe",FALSE
9,"D7",0.64161759323315,4,7,"Cbp","Fex",FALSE
9,"D8",2.45236004554772,4,8,"Cbp","Fex",FALSE
9,"D9",3.70542682976838,4,9,"Cbp","Fex",FALSE
9,"D10",-3.86645579146443,4,10,"Fex","Fex",FALSE
9,"D11",5.71866564974425,4,11,"Fex","Fex",FALSE
9,"D12",1.97350912417187,4,12,"Fex","Fex",FALSE
9,"E1",-2.01171848068589,5,1,"CbeA","Cbe",FALSE
9,"E2",4.6389186275992,5,2,"CbeA","Cbe",FALSE
9,"E3",5.22771847261629,5,3,"CbeA","Cbe",FALSE
9,"E4",-1.2557355047029,5,4,"CbeB","Cbe",FALSE
9,"E5",3.44348720566177,5,5,"CbeB","Cbe",FALSE
9,"E6",-0.245066454183871,5,6,"CbeB","Cbe",FALSE
9,"E7",3.07967735845568,5,7,"Cbp","Fex",FALSE
9,"E8",0.0291905898475306,5,8,"Cbp","Fex",FALSE
9,"E9",-0.171028587529236,5,9,"Cbp","Fex",FALSE
9,"E10",4.83613254847751,5,10,"Fex","Fex",FALSE
9,"E11",0.084540174832,5,11,"Fex","Fex",FALSE
9,"E12",-4.5736856220019,5,12,"Fex","Fex",FALSE
10,"A1",-1.9749770569706,1,1,"CbeA","Cbe",FALSE
10,"A2",-7.38291019343978,1,2,"CbeA","Cbe",FALSE
10,"A3",-8.62255580015699,1,3,"CbeA","Cbe",FALSE
10,"A4",-0.827674696814938,1,4,"CbeB","Cbe",FALSE
10,"A5",-1.4151828019676,1,5,"CbeB","Cbe",FALSE
10,"A6",3.80877318653438,1,6,"CbeB","Cbe",FALSE
10,"A7",7.41575348954893,1,7,"Cbp","Fex",FALSE
10,"A8",-1.92738753199865,1,8,"Cbp","Fex",FALSE
10,"A9",3.33614686805277,1,9,"Cbp","Fex",FALSE
10,"A10",6.55049886501911,1,10,"Fex","Fex",FALSE
10,"A11",7.17515709673444,1,11,"Fex","Fex",FALSE
10,"A12",7.9888187466504,1,12,"Fex","Fex",FALSE
10,"B1",-4.44760242628035,2,1,"CbeA","Cbe",FALSE
10,"B2",-13.3185799125713,2,2,"CbeA","Cbe",FALSE
10,"B3",-1.9675652640808,2,3,"CbeA","Cbe",FALSE
10,"B4",6.9562492780733,2,4,"CbeB","Cbe",FALSE
10,"B5",0.426440241262753,2,5,"CbeB","Cbe",FALSE
10,"B6",-5.12267869522384,2,6,"CbeB","Cbe",FALSE
10,"B7",1.69861879568589,2,7,"Cbp","Fex",FALSE
10,"B8",-3.58422629057486,2,8,"Cbp","Fex",FALSE
10,"B9",-6.54846460244016,2,9,"Cbp","Fex",FALSE
10,"B10",0.00161646688957262,2,10,"Fex","Fex",FALSE
10,"B11",0.157375302419496,2,11,"Fex","Fex",FALSE
10,"B12",-3.86139474969059,2,12,"Fex","Fex",FALSE
10,"C1",-8.34654758335,3,1,"CbeA","Cbe",FALSE
10,"C2",10.6068880568746,3,2,"CbeA","Cbe",FALSE
10,"C3",4.05841340680126,3,3,"CbeA","Cbe",FALSE
10,"C4",-3.8517137256631,3,4,"CbeB","Cbe",FALSE
10,"C5",-3.81450278649208,3,5,"CbeB","Cbe",FALSE
10,"C6",-1.01136914619747,3,6,"CbeB","Cbe",FALSE
10,"C7",5.77537817827124,3,7,"Cbp","Fex",FALSE
10,"C8",3.10695969528342,3,8,"Cbp","Fex",FALSE
10,"C9",1.6886683798225,3,9,"Cbp","Fex",FALSE
10,"C10",-8.23020169290885,3,10,"Fex","Fex",FALSE
10,"C11",4.65955783352456,3,11,"Fex","Fex",FALSE
10,"C12",3.08626959839057,3,12,"Fex","Fex",FALSE
10,"D1",-1.0401768306765,4,1,"CbeA","Cbe",FALSE
10,"D2",1.42931833118746,4,2,"CbeA","Cbe",FALSE
10,"D3",3.1590644119924,4,3,"CbeA","Cbe",FALSE
10,"D4",5.81956635727238,4,4,"CbeB","Cbe",FALSE
10,"D5",-1.36544989475715,4,5,"CbeB","Cbe",FALSE
10,"D6",2.81856661892562,4,6,"CbeB","Cbe",FALSE
10,"D7",0.279794499098898,4,7,"Cbp","Fex",FALSE
10,"D8",2.02748181940069,4,8,"Cbp","Fex",FALSE
10,"D9",0.7769910138868,4,9,"Cbp","Fex",FALSE
10,"D10",-0.149340264381863,4,10,"Fex","Fex",FALSE
10,"D11",6.17463390476587,4,11,"Fex","Fex",FALSE
10,"D12",3.04352176881821,4,12,"Fex","Fex",FALSE
10,"E1",-1.10544107020633,5,1,"CbeA","Cbe",FALSE
10,"E2",3.66059248586225,5,2,"CbeA","Cbe",FALSE
10,"E3",3.32605793766288,5,3,"CbeA","Cbe",FALSE
10,"E4",6.56859671591064,5,4,"CbeB","Cbe",FALSE
10,"E5",-2.10925895249693,5,5,"CbeB","Cbe",FALSE
10,"E6",0.360097746802239,5,6,"CbeB","Cbe",FALSE
10,"E7",0.611538648031456,5,7,"Cbp","Fex",FALSE
10,"E8",-2.32935985649874,5,8,"Cbp","Fex",FALSE
10,"E9",1.35600274359149,5,9,"Cbp","Fex",FALSE
10,"E10",4.51609296867082,5,10,"Fex","Fex",FALSE
10,"E11",-1.33419910622706,5,11,"Fex","Fex",FALSE
10,"E12",-5.65806440293545,5,12,"Fex","Fex",FALSE
11,"A1",15.1314177750164,1,1,"CbeA","Cbe",FALSE
11,"A2",3.9139809128792,1,2,"CbeA","Cbe",FALSE
11,"A3",-1.69720651820353,1,3,"CbeA","Cbe",FALSE
11,"A4",-0.514019871686287,1,4,"CbeB","Cbe",FALSE
11,"A5",-1.59600664493155,1,5,"CbeB","Cbe",FALSE
11,"A6",10.8326185466485,1,6,"CbeB","Cbe",FALSE
11,"A7",3.78790206419171,1,7,"Cbp","Fex",FALSE
11,"A8",-0.0295379129311186,1,8,"Cbp","Fex",FALSE
11,"A9",4.45765012549373,1,9,"Cbp","Fex",FALSE
11,"A10",9.53389039013109,1,10,"Fex","Fex",FALSE
11,"A11",6.69132649117819,1,11,"Fex","Fex",FALSE
11,"A12",14.241509171422,1,12,"Fex","Fex",FALSE
11,"B1",0.263762190078523,2,1,"CbeA","Cbe",FALSE
11,"B2",-2.48613741123609,2,2,"CbeA","Cbe",FALSE
11,"B3",-5.91131932426924,2,3,"CbeA","Cbe",FALSE
11,"B4",10.6675967856627,2,4,"CbeB","Cbe",FALSE
11,"B5",-1.57011550887091,2,5,"CbeB","Cbe",FALSE
11,"B6",-2.66570452665383,2,6,"CbeB","Cbe",FALSE
11,"B7",6.91962906491653,2,7,"Cbp","Fex",FALSE
11,"B8",6.78945862306728,2,8,"Cbp","Fex",FALSE
11,"B9",3.7355848136408,2,9,"Cbp","Fex",FALSE
11,"B10",0.244646615507008,2,10,"Fex","Fex",FALSE
11,"B11",4.39667657890186,2,11,"Fex","Fex",FALSE
11,"B12",-1.57963995048976,2,12,"Fex","Fex",FALSE
11,"C1",-8.49435809589886,3,1,"CbeA","Cbe",FALSE
11,"C2",15.4796679902138,3,2,"CbeA","Cbe",FALSE
11,"C3",3.3447255661531,3,3,"CbeA","Cbe",FALSE
11,"C4",-7.15758521111275,3,4,"CbeB","Cbe",FALSE
11,"C5",1.16201296844429,3,5,"CbeB","Cbe",FALSE
11,"C6",-0.613301382066311,3,6,"CbeB","Cbe",FALSE
11,"C7",-1.51221396254459,3,7,"Cbp","Fex",FALSE
11,"C8",-2.49090879972982,3,8,"Cbp","Fex",FALSE
11,"C9",1.94521457741848,3,9,"Cbp","Fex",FALSE
11,"C10",0.830162528351138,3,10,"Fex","Fex",FALSE
11,"C11",2.03780200527399,3,11,"Fex","Fex",FALSE
11,"C12",1.59384176088042,3,12,"Fex","Fex",FALSE
11,"D1",-1.38121716479418,4,1,"CbeA","Cbe",FALSE
11,"D2",1.86287104530129,4,2,"CbeA","Cbe",FALSE
11,"D3",5.91135824339199,4,3,"CbeA","Cbe",FALSE
11,"D4",-5.08804070289352,4,4,"CbeB","Cbe",FALSE
11,"D5",-0.74927097698037,4,5,"CbeB","Cbe",FALSE
11,"D6",4.70793817211961,4,6,"CbeB","Cbe",FALSE
11,"D7",0.98281970289554,4,7,"Cbp","Fex",FALSE
11,"D8",5.77286852863654,4,8,"Cbp","Fex",FALSE
11,"D9",1.88377218710775,4,9,"Cbp","Fex",FALSE
11,"D10",0.985290501000236,4,10,"Fex","Fex",FALSE
11,"D11",3.40186685430126,4,11,"Fex","Fex",FALSE
11,"D12",-0.697983560489774,4,12,"Fex","Fex",FALSE
11,"E1",0.24089400246703,5,1,"CbeA","Cbe",FALSE
11,"E2",-0.265411090850648,5,2,"CbeA","Cbe",FALSE
11,"E3",6.34704063947993,5,3,"CbeA","Cbe",FALSE
11,"E4",-1.79972426744371,5,4,"CbeB","Cbe",FALSE
11,"E5",-9.07781728143618,5,5,"CbeB","Cbe",FALSE
11,"E6",5.75058240726685,5,6,"CbeB","Cbe",FALSE
11,"E7",6.47163111769942,5,7,"Cbp","Fex",FALSE
11,"E8",1.46129761985048,5,8,"Cbp","Fex",FALSE
11,"E9",3.55269225658412,5,9,"Cbp","Fex",FALSE
11,"E10",4.70730072709375,5,10,"Fex","Fex",FALSE
11,"E11",4.42931526156008,5,11,"Fex","Fex",FALSE
11,"E12",-3.00856763816773,5,12,"Fex","Fex",FALSE
12,"A1",-4.30896459365522,1,1,"CbeA","Cbe",FALSE
12,"A2",-3.2352612183131,1,2,"CbeA","Cbe",FALSE
12,"A3",-10.6240404892087,1,3,"CbeA","Cbe",FALSE
12,"A4",-1.74510900607493,1,4,"CbeB","Cbe",FALSE
12,"A5",10.1763362932679,1,5,"CbeB","Cbe",FALSE
12,"A6",-8.55231501622711,1,6,"CbeB","Cbe",FALSE
12,"A7",2.33761114672416,1,7,"Cbp","Fex",FALSE
12,"A8",-0.446186139782185,1,8,"Cbp","Fex",FALSE
12,"A9",3.89091212469884,1,9,"Cbp","Fex",FALSE
12,"A10",-6.0846301113188,1,10,"Fex","Fex",FALSE
12,"A11",-11.4359717985008,1,11,"Fex","Fex",FALSE
12,"A12",9.64441122404969,1,12,"Fex","Fex",FALSE
12,"B1",-5.91626500591428,2,1,"CbeA","Cbe",FALSE
12,"B2",-11.3094072071981,2,2,"CbeA","Cbe",FALSE
12,"B3",-8.62564222512174,2,3,"CbeA","Cbe",FALSE
12,"B4",0.685495674855702,2,4,"CbeB","Cbe",FALSE
12,"B5",-1.19117750427904,2,5,"CbeB","Cbe",FALSE
12,"B6",0.529775469251945,2,6,"CbeB","Cbe",FALSE
12,"B7",-0.876809107119698,2,7,"Cbp","Fex",FALSE
12,"B8",-1.61599557086038,2,8,"Cbp","Fex",FALSE
12,"B9",1.2212780372156,2,9,"Cbp","Fex",FALSE
12,"B10",1.82169928516669,2,10,"Fex","Fex",FALSE
12,"B11",-5.32758845809622,2,11,"Fex","Fex",FALSE
12,"B12",3.05763113666308,2,12,"Fex","Fex",FALSE
12,"C1",-0.285909758919843,3,1,"CbeA","Cbe",FALSE
12,"C2",14.6826752567904,3,2,"CbeA","Cbe",FALSE
12,"C3",12.5197349129048,3,3,"CbeA","Cbe",FALSE
12,"C4",-0.834125204686643,3,4,"CbeB","Cbe",FALSE
12,"C5",-5.28484355517321,3,5,"CbeB","Cbe",FALSE
12,"C6",2.65021191874348,3,6,"CbeB","Cbe",FALSE
12,"C7",0.620099455452873,3,7,"Cbp","Fex",FALSE
12,"C8",-2.47067537205521,3,8,"Cbp","Fex",FALSE
12,"C9",4.67046298251034,3,9,"Cbp","Fex",FALSE
12,"C10",7.36925890088787,3,10,"Fex","Fex",FALSE
12,"C11",3.37578455665425,3,11,"Fex","Fex",FALSE
12,"C12",11.1782029430351,3,12,"Fex","Fex",FALSE
12,"D1",-5.475108040343,4,1,"CbeA","Cbe",FALSE
12,"D2",-2.55069429738614,4,2,"CbeA","Cbe",FALSE
12,"D3",-7.69952195193582,4,3,"CbeA","Cbe",FALSE
12,"D4",0.0746448900590622,4,4,"CbeB","Cbe",FALSE
12,"D5",-1.07211452140109,4,5,"CbeB","Cbe",FALSE
12,"D6",-10.5259541022588,4,6,"CbeB","Cbe",FALSE
12,"D7",5.44615851362596,4,7,"Cbp","Fex",FALSE
12,"D8",-0.319744918905144,4,8,"Cbp","Fex",FALSE
12,"D9",-0.210356479562506,4,9,"Cbp","Fex",FALSE
12,"D10",2.99328765932933,4,10,"Fex","Fex",FALSE
12,"D11",1.59819894514749,4,11,"Fex","Fex",FALSE
12,"D12",-0.0737947846764655,4,12,"Fex","Fex",FALSE
12,"E1",0.357034938918332,5,1,"CbeA","Cbe",FALSE
12,"E2",-6.18125689483804,5,2,"CbeA","Cbe",FALSE
12,"E3",8.81390715202633,5,3,"CbeA","Cbe",FALSE
12,"E4",10.3105260427201,5,4,"CbeB","Cbe",FALSE
12,"E5",-2.81235947092046,5,5,"CbeB","Cbe",FALSE
12,"E6",-2.05265794182105,5,6,"CbeB","Cbe",FALSE
12,"E7",0.658878376344546,5,7,"Cbp","Fex",FALSE
12,"E8",4.14699135181218,5,8,"Cbp","Fex",FALSE
12,"E9",6.3111927197956,5,9,"Cbp","Fex",FALSE
12,"E10",0.543868646893316,5,10,"Fex","Fex",FALSE
12,"E11",2.40595512044729,5,11,"Fex","Fex",FALSE
12,"E12",-3.26869025425094,5,12,"Fex","Fex",FALSE
13,"A1",-0.199035160135281,1,1,"CbeA","Cbe",FALSE
13,"A2",-2.76879693674164,1,2,"CbeA","Cbe",FALSE
13,"A3",-15.5291325086646,1,3,"CbeA","Cbe",FALSE
13,"A4",-2.51708718729515,1,4,"CbeB","Cbe",FALSE
13,"A5",-4.06441760190773,1,5,"CbeB","Cbe",FALSE
13,"A6",-1.62392577445007,1,6,"CbeB","Cbe",FALSE
13,"A7",-2.33263127602731,1,7,"Cbp","Fex",FALSE
13,"A8",2.76339822838781,1,8,"Cbp","Fex",FALSE
13,"A9",4.75138430600464,1,9,"Cbp","Fex",FALSE
13,"A10",-2.4868158428435,1,10,"Fex","Fex",FALSE
13,"A11",-4.89520450555665,1,11,"Fex","Fex",FALSE
13,"A12",-3.61298743507177,1,12,"Fex","Fex",FALSE
13,"B1",-7.46977550877818,2,1,"CbeA","Cbe",FALSE
13,"B2",-11.5678375314865,2,2,"CbeA","Cbe",FALSE
13,"B3",-6.40178921885308,2,3,"CbeA","Cbe",FALSE
13,"B4",-0.0229038949164533,2,4,"CbeB","Cbe",FALSE
13,"B5",-3.01210070451452,2,5,"CbeB","Cbe",FALSE
13,"B6",-3.25757827701727,2,6,"CbeB","Cbe",FALSE
13,"B7",0.465531677875788,2,7,"Cbp","Fex",FALSE
13,"B8",0.586028002963758,2,8,"Cbp","Fex",FALSE
13,"B9",-0.230004708977503,2,9,"Cbp","Fex",FALSE
13,"B10",-5.23227654094899,2,10,"Fex","Fex",FALSE
13,"B11",-5.90318335122356,2,11,"Fex","Fex",FALSE
13,"B12",2.36864705339485,2,12,"Fex","Fex",FALSE
13,"C1",0.377410140067695,3,1,"CbeA","Cbe",FALSE
13,"C2",10.5192190011758,3,2,"CbeA","Cbe",FALSE
13,"C3",14.0543485248363,3,3,"CbeA","Cbe",FALSE
13,"C4",-4.22522794537417,3,4,"CbeB","Cbe",FALSE
13,"C5",-11.2008205090178,3,5,"CbeB","Cbe",FALSE
13,"C6",-4.14330083363438,3,6,"CbeB","Cbe",FALSE
13,"C7",-0.415526032467369,3,7,"Cbp","Fex",FALSE
13,"C8",-5.4322584714223,3,8,"Cbp","Fex",FALSE
13,"C9",5.12418628914475,3,9,"Cbp","Fex",FALSE
13,"C10",0.0879226794204442,3,10,"Fex","Fex",FALSE
13,"C11",-0.863125035674784,3,11,"Fex","Fex",FALSE
13,"C12",4.20207763671351,3,12,"Fex","Fex",FALSE
13,"D1",3.60393522638424,4,1,"CbeA","Cbe",FALSE
13,"D2",-1.81603894017917,4,2,"CbeA","Cbe",FALSE
13,"D3",-0.529469184279151,4,3,"CbeA","Cbe",FALSE
13,"D4",-11.0114997331648,4,4,"CbeB","Cbe",FALSE
13,"D5",-1.47762826789585,4,5,"CbeB","Cbe",FALSE
13,"D6",-6.33498090388184,4,6,"CbeB","Cbe",FALSE
13,"D7",1.36407848092858,4,7,"Cbp","Fex",FALSE
13,"D8",1.29876098790237,4,8,"Cbp","Fex",FALSE
13,"D9",2.63532647551756,4,9,"Cbp","Fex",FALSE
13,"D10",-2.15835548049654,4,10,"Fex","Fex",FALSE
13,"D11",-1.1239601539346,4,11,"Fex","Fex",FALSE
13,"D12",-1.08766092917904,4,12,"Fex","Fex",FALSE
13,"E1",-7.06168690055256,5,1,"CbeA","Cbe",FALSE
13,"E2",-3.17809804467652,5,2,"CbeA","Cbe",FALSE
13,"E3",4.8611551038166,5,3,"CbeA","Cbe",FALSE
13,"E4",-0.664227185729033,5,4,"CbeB","Cbe",FALSE
13,"E5",4.04699893010002,5,5,"CbeB","Cbe",FALSE
13,"E6",-3.25972217148046,5,6,"CbeB","Cbe",FALSE
13,"E7",2.4121447812804,5,7,"Cbp","Fex",FALSE
13,"E8",-0.597222011359918,5,8,"Cbp","Fex",FALSE
13,"E9",1.28463115049135,5,9,"Cbp","Fex",FALSE
13,"E10",-2.7662313492101,5,10,"Fex","Fex",FALSE
13,"E11",-3.11812064083551,5,11,"Fex","Fex",FALSE
13,"E12",0.0777596423786235,5,12,"Fex","Fex",FALSE
14,"A1",-2.22501051840845,1,1,"CbeA","Cbe",FALSE
14,"A2",1.12868166071075,1,2,"CbeA","Cbe",FALSE
14,"A3",-3.29957694166387,1,3,"CbeA","Cbe",FALSE
14,"A4",-1.21420581278289,1,4,"CbeB","Cbe",FALSE
14,"A5",-10.7990494878595,1,5,"CbeB","Cbe",FALSE
14,"A6",3.62761665831931,1,6,"CbeB","Cbe",FALSE
14,"A7",-1.03120450270217,1,7,"Cbp","Fex",FALSE
14,"A8",1.23266387602553,1,8,"Cbp","Fex",FALSE
14,"A9",1.78701726813961,1,9,"Cbp","Fex",FALSE
14,"A10",-2.84774280048987,1,10,"Fex","Fex",FALSE
14,"A11",-6.25444045626045,1,11,"Fex","Fex",FALSE
14,"A12",-4.15591574721748,1,12,"Fex","Fex",FALSE
14,"B1",-11.1788033929379,2,1,"CbeA","Cbe",FALSE
14,"B2",-6.71716101827587,2,2,"CbeA","Cbe",FALSE
14,"B3",-4.9876009146974,2,3,"CbeA","Cbe",FALSE
14,"B4",-4.01286752445321,2,4,"CbeB","Cbe",FALSE
14,"B5",-4.42391394223796,2,5,"CbeB","Cbe",FALSE
14,"B6",-4.30222088128539,2,6,"CbeB","Cbe",FALSE
14,"B7",-1.11860198378736,2,7,"Cbp","Fex",FALSE
14,"B8",1.07013713372226,2,8,"Cbp","Fex",FALSE
14,"B9",0.393579129878617,2,9,"Cbp","Fex",FALSE
14,"B10",1.98272316241673,2,10,"Fex","Fex",FALSE
14,"B11",4.0887741447068,2,11,"Fex","Fex",FALSE
14,"B12",1.59821232417926,2,12,"Fex","Fex",FALSE
14,"C1",-2.41859514432326,3,1,"CbeA","Cbe",FALSE
14,"C2",7.04390604396121,3,2,"CbeA","Cbe",FALSE
14,"C3",-7.90938556503534,3,3,"CbeA","Cbe",FALSE
14,"C4",0.00363024735906947,3,4,"CbeB","Cbe",FALSE
14,"C5",3.4666933572471,3,5,"CbeB","Cbe",FALSE
14,"C6",-6.32943437835911,3,6,"CbeB","Cbe",FALSE
14,"C7",-0.0335606614025892,3,7,"Cbp","Fex",FALSE
14,"C8",-0.660348203816284,3,8,"Cbp","Fex",FALSE
14,"C9",-1.8105757337139,3,9,"Cbp","Fex",FALSE
14,"C10",5.3442854042778,3,10,"Fex","Fex",FALSE
14,"C11",-5.84925418895091,3,11,"Fex","Fex",FALSE
14,"C12",1.47910158945342,3,12,"Fex","Fex",FALSE
14,"D1",2.88723373613175,4,1,"CbeA","Cbe",FALSE
14,"D2",-0.674151420591443,4,2,"CbeA","Cbe",FALSE
14,"D3",-5.2396062147418,4,3,"CbeA","Cbe",FALSE
14,"D4",6.63607080662496,4,4,"CbeB","Cbe",FALSE
14,"D5",2.97332965795522,4,5,"CbeB","Cbe",FALSE
14,"D6",-0.287439961395648,4,6,"CbeB","Cbe",FALSE
14,"D7",3.23365871729175,4,7,"Cbp","Fex",FALSE
14,"D8",4.60595757590772,4,8,"Cbp","Fex",FALSE
14,"D9",0.719716694495673,4,9,"Cbp","Fex",FALSE
