Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13
0.1246995693478199,0.08291817936561288,0.11613016025705618,0.2031844057857075,0.0818459099742269,0.03886976174961248,0.024824961103201273,0.056255213479615686,0.026917152653036697,0.0387137682635217,0.021215526353640317,0.11404468306117554,0.0703807086057729
