qty_initT
16280
9659.48717948718
10806.153846153848
19084.307692307695
10360.236686390534
2883.2820512820513
2964.1025641025644
6695.384615384616
4051.2820512820513
5672.307692307692
6896.410256410257
11760
6330.25641025641
