Column1
2.077464566619353e-14
5.347532677542547e-15
4.491091394837542e-17
8.464551857836238e-14
1.0415866495457301e-13
2.96507606985375e-14
1.5130955760475446e-15
3.4113503991429733e-13
6.948492891688401e-14
1.1678853338263167e-13
3.281868859523671e-14
2.352680894782632e-13
7.007972785218279e-15
1.7360532081766893e-13
1.3387979471786912e-14
4.919436173192461e-15
2.062434755394156e-13
2.2003906672579376e-14
1.9096204098765394e-13
1.2538363280998677e-13
5.535514633242823e-15
1.308793121727373e-13
2.027657101622111e-15
2.4375983871517893e-14
1.8399819730843456e-13
3.003346223862555e-15
1.7014000371337086e-13
2.123340237244614e-15
1.2201794721563352e-13
4.293771987641277e-14
4.9092546032493084e-15
3.034220335594152e-13
2.063723311872498e-14
1.4229528114405082e-15
4.2101872327332073e-13
2.7778321144376132e-14
3.1147996657912765e-14
1.8399352796552008e-14
1.9262018336006743e-13
4.7202650575013865e-14
7.210781383833498e-14
4.752649432323849e-15
2.868764200740146e-13
6.108376480656016e-14
8.05835929823029e-15
1.7958043267434206e-13
2.638980380359624e-14
4.524771423794803e-15
6.7750110968012166e-15
1.9849178124702547e-13
1.0203319354967475e-13
4.5126826786467914e-14
8.446132229721982e-15
7.763277818729173e-15
1.6426940991103957e-13
7.13974788532075e-14
2.5386058537291533e-13
1.3552433477460155e-14
1.0923680873590255e-14
9.171341508119583e-14
1.6291512099008085e-14
9.44793372621405e-15
9.928532778056937e-15
3.216970792491777e-13
2.848994650526758e-13
1.964857284857674e-13
2.9505138661176204e-14
2.1244465240994476e-13
7.820521974952012e-14
6.228044256662913e-14
1.9857763001023654e-13
6.514083419253145e-17
8.057045156925992e-15
8.264539543574085e-14
4.917082949178239e-14
1.2103940364023318e-14
1.0945728481577312e-14
1.825530184095616e-15
4.144037864628415e-13
3.3049205447860546e-13
2.9367207296667327e-15
1.5844017958277672e-13
9.649322900790807e-14
1.029044198983144e-13
5.511912216280563e-15
1.4760517452716425e-14
2.756981184117782e-13
6.315414541524791e-15
9.041043940360294e-14
2.174065417342001e-14
5.847231672067372e-15
1.274798973579764e-14
4.420905125204131e-14
1.8473620684696021e-13
3.450749598918879e-14
6.538983208696328e-17
1.1044770831541705e-13
1.0563266372029357e-14
1.463100513920256e-14
4.764909288026116e-14
3.386753409031306e-13
