Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13
0.20094111130125314,0.5297117298870113,0.16277829824555443,0.05585118219883691,0.00174580142084627,0.00014065724916797527,0.0015587542371651,0.009517083357869723,0.00033747304537006114,0.015455563847340209,4.920604909798708e-5,0.021064229895307807,0.0008489092651790455
