Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
0.9250120592486343,0.9443744327782059,0.9502067827243437,0.946854350056825,0.9615482975935908,0.9649298838004975,0.9271281023031072,0.945657943522293,0.9178550399480799,0.9212997088062592,0.8672513938893928,0.8602221630257452
0.9250263267432645,0.9443461092794101,0.9498634652307988,0.9468194500592365,0.9616564637871002,0.9648522294008263,0.927145286562198,0.9456919379607741,0.9179171116971196,0.9212481621922807,0.8672821812889067,0.8601758189842557
0.9248313252100248,0.944555690730858,0.9501316528693222,0.9470837180059821,0.9617504744476766,0.9648721855160445,0.9271086113620101,0.9454857829182074,0.9174639777734528,0.9214909438632272,0.8673681260001388,0.8596263026765658
0.9251022621746828,0.9443785889420763,0.950364668169781,0.9470544146323897,0.9619888308275804,0.9648214258139154,0.9272964844494345,0.9454680034241363,0.9179666017645853,0.9216334907042965,0.8672363546613355,0.860114847374435
0.9249311085776448,0.9444287185737498,0.9501087249146569,0.9468801290520817,0.9620183940158624,0.9648690559284783,0.9271716520414514,0.9454018466227814,0.9178061613739239,0.9214134896774334,0.8670668513735138,0.8601068455802638
0.9248492764163464,0.9443833052618366,0.9501756366696881,0.9471287963050286,0.9618732404293939,0.964803099279436,0.926955736725695,0.9459422691335997,0.9178670417001016,0.92152078836443,0.8673812869260774,0.8604814121002095
0.9247960256261143,0.9443534311023895,0.9499410398113083,0.9469093126423334,0.9617880134336628,0.9648501793672608,0.9270319751992517,0.9453918072729661,0.9177699606986955,0.9209724971963654,0.8670892769251197,0.8604449890587617
0.9249503544793592,0.9443767342639297,0.9497689702632442,0.9470401695925587,0.961923688835101,0.9648339301489814,0.9269385951814824,0.945501305321768,0.9178247671856459,0.9210925289548318,0.867168514480683,0.8597213139661802
0.9248503563116424,0.9442147309654279,0.9499518975154801,0.9469714326859779,0.9616317646991531,0.9645836644805623,0.9268000200984233,0.9453484208081167,0.9176795983901543,0.9212335938035611,0.8673761386638256,0.8605400568301839
0.9249717330918549,0.9445053892648582,0.9501316561993779,0.9473374637922832,0.9620430244730926,0.9650656016978103,0.9270380050765972,0.9456403807589462,0.9179055171604728,0.9214990745410371,0.8672846724411812,0.8601690569846348
