Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13
0.8963180057848225,0.9230242501522659,0.9314423828736853,0.927267645211935,0.9473860710414156,0.9519021183320782,0.8996124293326436,0.9247351039222488,0.8868049131705734,0.8918921849349436,0.8183268738291638,0.8092957936973469,-2.1804908628945125
0.906563099677017,0.9307823673395788,0.9378382730160774,0.9338062615996873,0.9525063492133758,0.9563861382326256,0.9093006997113733,0.9320518060680737,0.8980325669282403,0.9023513486491322,0.8354709973378069,0.8267884420896197,-1.5376618480025426
0.9102946686065089,0.9330367702003677,0.940273897161238,0.936774906962591,0.9541609210004932,0.95791574117762,0.9126097870322725,0.9348779636693909,0.9016057065284663,0.9060368397699994,0.8415762690444802,0.833574456165653,-1.2900972859018924
0.8860763090253343,0.9153321943432167,0.9238165573871275,0.9192781524711544,0.9418437095704056,0.9462851781393846,0.889467765160992,0.9172284784289118,0.8755086019254745,0.8811711574621454,0.7999314886038181,0.7892979240078831,-2.7396884404386244
0.9408884372885817,0.9561544009564092,0.9607904805090526,0.9584149929164196,0.9700630159738487,0.9726006084725537,0.9426747241976651,0.957340594556856,0.9356691486639014,0.9381505164929387,0.8953875639790785,0.8901517233561421,2.3635709723206912
0.9104895947584458,0.9333954737362329,0.9402058875999311,0.9367915498719172,0.9542839008927562,0.9577852804394814,0.913063277536225,0.9347102093693113,0.9018041130515144,0.906031744650462,0.8414990533174245,0.833652237291641,-1.2773495682801086
0.8805814398761588,0.9111539792591048,0.9203745167656683,0.9153130848241062,0.9390564342551107,0.9438963663217333,0.8840877178065187,0.913409929578789,0.8697917428814559,0.8753400866671016,0.7905986740822422,0.7799629627471953,-2.9971203205271846
0.8808511546825222,0.9115679665526393,0.9202960345099636,0.9156461334327813,0.9389483745722196,0.9439027730580782,0.8838544837709913,0.9131967069465585,0.8697617105969285,0.8750973547871439,0.7905045932319945,0.7798137369226297,-2.9993473335984002
0.9033852132128528,0.9284002073136528,0.9359133719101052,0.9319565870425738,0.9506658833741691,0.9547774749097367,0.9063547602770571,0.9299446835523368,0.8947074817491634,0.8991286517321836,0.8306487244041297,0.8211979845359725,-1.7389703139134245
0.8920794189771757,0.9197675309551212,0.9277633810650925,0.9230787075767971,0.9445674488174439,0.9489956367729286,0.8947017645385688,0.9210824760909999,0.8816202085056061,0.8865246620299657,0.8092290517568665,0.7998529479687383,-2.4583607402467402
0.912534915112128,0.9349504077126883,0.9417628711068472,0.9382289109861073,0.9555243023282192,0.9590002085189566,0.9150686267011517,0.9366331646140841,0.9043013109566638,0.908490234924231,0.8454797243366722,0.8370637379937753,-1.093808148558208
0.9230062224730103,0.9427328702704832,0.948626779276854,0.9458830002735599,0.9607735500578913,0.9638814535236222,0.9251788885088232,0.9437940029587716,0.915655669580882,0.9195588335544048,0.8641338834563327,0.856807499226311,-0.10830261242652267
0.8965644527310925,0.9230034869212058,0.9312549094789389,0.9270911927190322,0.9472050759300423,0.9515706208866463,0.8995560400675695,0.9246731951761475,0.8870744682007558,0.8922160751938388,0.818044887066893,0.8090072562682247,-2.1831489712027716
0.9089259992236464,0.9320965310562205,0.9390937024335929,0.9352631425970368,0.9531786962723264,0.9569236392152074,0.9112567429473055,0.9332305445109272,0.8998910584882356,0.9042805336507163,0.8390966239118618,0.8307490949153749,-1.3772283880665703
0.8990027581293797,0.9248196713237308,0.9324271295344781,0.9286949570036306,0.9483157484541835,0.9524874176929666,0.9016705394865908,0.9261842627922542,0.8889982598818692,0.8939216946806493,0.8215965804090856,0.8130585134597481,-2.056315716129002
0.8807362509865131,0.9107343210412141,0.9202112292947563,0.9151176250724604,0.9385073188411904,0.9434947539238827,0.883610347911006,0.9128397492899416,0.8690472229958389,0.8748711023458731,0.7911827017496386,0.7799135860936505,-2.9979749150872856
0.9063294131653801,0.9305153069965814,0.9375348115356159,0.9339327021074694,0.9523722354019587,0.9562651029508605,0.9090393590232086,0.9319360172922225,0.8977617678697425,0.9017792915335245,0.8345679305806911,0.8267657563180996,-1.562863069990085
0.921607465597121,0.9419478984537402,0.9475305038534597,0.944477900607959,0.96012649369258,0.9634110434004175,0.923849691714269,0.9431284355598688,0.9138434887173349,0.917674128193129,0.8609573763759368,0.8538171955188906,-0.2895647834548152
0.8996939014761088,0.9254884693609344,0.9333425991579097,0.9290665260448653,0.9486294131847146,0.9533983201865307,0.90261882093753,0.9270368421035726,0.8902521420178823,0.894754578202762,0.8231847424888621,0.8142637273085063,-2.0069780299350555
0.8892717332387442,0.91787526217883,0.9260329150542633,0.9218529439108502,0.9433990609590761,0.9480314054373014,0.8921165997122754,0.9194193088046534,0.8790696766584318,0.8843223943628405,0.8058140368558975,0.7950502879299632,-2.5789501602007854
0.9059263572948416,0.9299034206009166,0.9372799203562353,0.9334326395516563,0.9520335690617814,0.9559221675180022,0.9084721570252765,0.9314942102198107,0.8967933916730598,0.901639710873541,0.8335439606993943,0.8251667364224256,-1.6019477214416087
0.8929976618781272,0.920314551348189,0.9284809506590349,0.9239596127777203,0.9452194340914511,0.9495885263233944,0.896161595582624,0.9218685617995713,0.8828455981630466,0.8881651692799177,0.811022803294482,0.8016768538411796,-2.400240831352874
0.8930190512968353,0.9204461494289591,0.9287665907608816,0.9244242319792032,0.9453697448043628,0.9496282124276687,0.8958644520092703,0.9220108288206652,0.8829183338953658,0.8878418696926077,0.811836584374961,0.8014953286249691,-2.396445437166505
0.9333465461633764,0.9510247966136413,0.9557780339800342,0.9532210223162702,0.9661922363298642,0.9690017147562098,0.9353416234349441,0.9517275169937474,0.9271669708037967,0.9305671637542523,0.8821168081355467,0.8762113235535021,1.15448953011803
0.8987551130934968,0.9248140491819891,0.9325124999790323,0.9286242384542288,0.9486254899779385,0.9528081940203892,0.9021126614257093,0.9262765459979386,0.8895713965882179,0.8943128298555367,0.8223105599700576,0.81265635919794,-2.0465739863418833
0.8906368457272212,0.9191128014427014,0.9268068647162453,0.9230364471484528,0.9438850256383107,0.9486661868429962,0.8937563187691578,0.9206885310560443,0.8806297535134311,0.8857416048470644,0.8079058098218026,0.7980628900587972,-2.5028670845633623
0.9007554099821086,0.9257739318274871,0.9335063779348987,0.9296676989349709,0.9490842495032624,0.953356717198615,0.9031742645176698,0.9274830532947127,0.8910802832467183,0.8959280877011606,0.8247297853432736,0.8155548267751648,-1.9509225382955229
0.8929913930947491,0.9207320797779311,0.9290042539904628,0.9247577802763054,0.9458504921668225,0.9501769860914578,0.8962320740497091,0.9227893045566801,0.8829287663736529,0.8880104083392397,0.8120580542594575,0.8014188457841962,-2.3944549466652907
0.8970938865880139,0.9236968528500296,0.9314961136755046,0.9273808629198048,0.9477630464366125,0.9521151286247724,0.8999820125663671,0.9249724385917802,0.8876596755679,0.8920258972234458,0.8190630588613345,0.8100786012368831,-2.1629783981120596
0.9012753788407578,0.9266755623390606,0.9342137011924349,0.9298836701522821,0.9495615622904792,0.9535808387400888,0.9041508943037257,0.9285450400358092,0.8915677493808463,0.8965347933268433,0.82569984214662,0.8168648036605973,-1.9249583288451082
0.9113637329000863,0.9341378506550042,0.9410211679160542,0.9373621227002253,0.9548583167201151,0.9586537209121043,0.9136591783505512,0.9359093396143154,0.9029872944603108,0.9070572752080878,0.84393401304609,0.8351096323703558,-1.1926711331281832
0.9043739210361063,0.9287686177770509,0.936152288339224,0.9327058460649283,0.9513238990927473,0.955229310024358,0.9071904845011679,0.9307748720018759,0.8953700804378175,0.9001877655427928,0.8315517133436688,0.8228604822739866,-1.697730410304801
0.9093695581459655,0.9326406663456236,0.9392359712582149,0.9358274306044051,0.9536342995396302,0.9573999888956845,0.9118837848657825,0.933800951555366,0.9007054623845547,0.9048556280537665,0.840104710386998,0.8308150221417628,-1.3540244473379688
0.9005342142877972,0.9259461103859763,0.9333258246190324,0.9296113150868317,0.9491914985506762,0.9533138845695557,0.9029326511946469,0.9273336365195857,0.8909805545666093,0.8956314272096246,0.8244792922496453,0.8156708089010677,-1.9475769250383246
0.8909120321954139,0.9186326292848028,0.926987106706964,0.9226005009314838,0.9443985715315728,0.9486547060610413,0.8937907462499822,0.9205041723916173,0.8807988996488658,0.885358613246902,0.8077703717869784,0.7972913079030153,-2.5308453515847145
0.9061535437176007,0.9305760415055172,0.9377331384503145,0.9340985159222277,0.9523074090834684,0.956255683850051,0.909170236577309,0.9321647347399904,0.8976067157811846,0.9022325817554115,0.8347285833675289,0.8259732684818535,-1.5590479398219357
0.8809432230303517,0.9112885678682642,0.920627755348924,0.9153463721510579,0.9394243645515677,0.9439382464288699,0.8840379467336421,0.9132168382431285,0.8689921420778037,0.8750580253409344,0.7902896023303991,0.7797277782102409,-2.9992640363026917
0.9077246156651296,0.9316601345572215,0.9388997877088066,0.934924219318129,0.9529918985250395,0.9569543482959509,0.9105879625113965,0.9331790798656955,0.8995311386052217,0.9036858512938961,0.837666224303563,0.829001880991189,-1.4434097050384336
0.9053745177664092,0.9295355740214432,0.9370392770793199,0.9331345918673258,0.9516849486430414,0.9554780801533157,0.9072847649419115,0.9313393962997482,0.8957793925657114,0.9005828613620367,0.8321575800032852,0.8238867320050194,-1.6681940849791552
0.9394976765512125,0.9551829218177678,0.95976334846375,0.9574273413372548,0.9692420397937822,0.9718693686173883,0.9411748582645976,0.9560514123745485,0.9336774525851683,0.9368780903671857,0.8928556142593354,0.887169775142987,2.090920304549031
0.8941243242550222,0.9212887168571411,0.9294832877572025,0.9249779821983538,0.9459642002117306,0.9501465131486722,0.8971307080711071,0.9228080995551593,0.8845872283560596,0.8891787406474004,0.8141693162451,0.8045618826466661,-2.3188060267368478
0.9007828191570345,0.9260448317239982,0.9336101068793772,0.9294040006706107,0.949196878659375,0.9531482655413638,0.9035679708447876,0.9277427454906568,0.8911416612205305,0.896064009961428,0.8246608668284882,0.8155707134194737,-1.9441316922753857
0.9430053138886962,0.9577148558880879,0.9620247185750181,0.9597639703465773,0.9711065635524566,0.9735040711698263,0.9444818122912201,0.9586168935922619,0.937864536574505,0.9402099481034006,0.8989286037143566,0.8932245239317828,2.6894584527666443
0.8924930934196408,0.9201779540667916,0.9284909984006888,0.9242625844585319,0.9454125776237082,0.9498725092125984,0.8958389380455188,0.9222503047690321,0.8825702487132646,0.8877092382236197,0.8116795395543502,0.8016502727237517,-2.3986104262456927
0.8958705956060008,0.9224800005701561,0.930619584226855,0.9263306661883501,0.9464737825014489,0.9509262117872057,0.8983675547732048,0.9238930804117755,0.8858011516583097,0.8905575564219128,0.8157882473129398,0.8063261627702207,-2.2619064096222647
