"Rosa_canina","Briza_media","Lotus_corniculatus","Populus_tremula","Acer_campestre","Rhododendron_ferrugineum","Capsella_bursa-pastoris","Fraxinus_excelsior","Carpinus_betulus","Lonicera_xylosteum","Abies_alba","Salvia_pratensis","Geranium_robertianum"
0.1726440212017,0.0608297408641031,0.0790899276398946,0.0862686686298305,0.084341550852673,0.102052165933685,0.105288460839275,0.0635642346511741,0.0811953795947048,0.0553622232871791,0.0580117488789924,0.026794407768653,0.0245574698581356
0.170786192699594,0.0608957043713913,0.0799164604513208,0.0863488369217595,0.0837428872477455,0.101375301948184,0.106680834921486,0.0630159567932224,0.0829151337888697,0.054752080792171,0.0580283264209517,0.0268411130669075,0.0247011705763959
0.171499922884483,0.0606981535146943,0.0794627286786426,0.0880806401462161,0.0830170231129815,0.101470467721652,0.106847409040862,0.0626070318273245,0.0816279296426721,0.0544026931075713,0.0586840982495446,0.026681498654766,0.0249204034185898
0.170458360446906,0.0610782007801647,0.0801300915035496,0.0872059014954596,0.083209877721309,0.101551033856008,0.106116161244072,0.0640137345508326,0.081351127559696,0.0554123394570948,0.0582378954583238,0.027027351530304,0.0242079243962807
0.170652267326675,0.0608997151171482,0.0803464471789417,0.087405486106019,0.0829875300239004,0.103300205470501,0.105999694371141,0.0630962493750354,0.0815183842247134,0.0541745177223602,0.0580565624895028,0.026999391399361,0.0245635491946999
0.170044955570032,0.0622093299585495,0.0802482414472079,0.0865297613931923,0.0832650492047611,0.101588274426388,0.105706055714997,0.0632390050340535,0.0830127436761778,0.0553010610509091,0.0576167171547237,0.0269801119989763,0.024258693370032
0.170152039536277,0.0605235614192409,0.0813157142123512,0.0876837682674451,0.0828559061043721,0.101958692287406,0.106214776228127,0.0628799992912595,0.0821060940215397,0.0552651612365645,0.0582154410695371,0.0268063859184516,0.0240224604074279
0.170918399555327,0.0609690910742195,0.0817591572289092,0.0867340566068785,0.0825801419651641,0.100465949548164,0.106659814561738,0.0630782243001748,0.0807885974723139,0.056221703137476,0.0581511609075552,0.0272047167509886,0.0244689868910906
0.171229750884999,0.059986871809627,0.0799151307344267,0.0870240465365837,0.0826674312366377,0.102278192139479,0.107140697673989,0.0623470506579985,0.0826379164590113,0.0552907957715996,0.0584018619830311,0.0269002972807571,0.0241799568318603
0.171273165199064,0.0611274903852431,0.0808379683395869,0.0858701055010167,0.0831722219168908,0.101501331546018,0.106821071752504,0.0624918138715974,0.0814082855601897,0.0562373201589141,0.0583145035877579,0.0266404990970382,0.0243042230841788
0.170891238661605,0.0604761141052497,0.0800782683694749,0.0870570583827655,0.0838895125600735,0.100645186315837,0.106050995787428,0.0636345740815681,0.0807565901261438,0.055527331689567,0.058938702836879,0.0272299879458725,0.0248244391375363
0.170760285191556,0.0615026864474449,0.0793491473142267,0.0872527339946556,0.0834818351321974,0.10323859700792,0.106629644835598,0.0628349772607923,0.0811236013619654,0.0552196606833464,0.0576190497767816,0.0267443787384899,0.024243402255026
0.168722904089963,0.0616723324996741,0.0803268656681341,0.0876286792631235,0.0838795756745394,0.100436103078442,0.106713071298379,0.0631527296018985,0.0828354701541872,0.0551302235854795,0.0579435760846325,0.0271361772764639,0.0244222917250829
0.170737523515924,0.0605124134894993,0.0796949983135905,0.0881125633540144,0.0833652479671245,0.102486010007194,0.105800145352669,0.0627650090115059,0.0804783501202968,0.0557205538539317,0.058579892419802,0.0272597690720098,0.0244875235224386
0.173136264080424,0.0601123561628682,0.0805674842871398,0.0872310388828512,0.0822449692663055,0.101980315106768,0.105741453323615,0.062163021523838,0.0810942207407982,0.0560996436589029,0.0581242326754827,0.027256171739034,0.0242488285519722
0.169261393615697,0.0603615364405555,0.0811913445654545,0.0887219741623463,0.0823774602402196,0.101916980107615,0.106575246523177,0.063756099972437,0.080998868074427,0.0555725380380788,0.0578072686559558,0.0272316914685272,0.0242275981355099
0.171595704606204,0.0606714965741569,0.0807719208418926,0.0870995948083617,0.0832322972967523,0.100876919563116,0.107404329675337,0.063114029971784,0.0820709974658202,0.0542216711639895,0.0579599447221443,0.0268857900294648,0.0240953032809765
0.171544920395079,0.061115277385967,0.0804977783775321,0.0871543707970102,0.0829571477968463,0.100329710790894,0.107194392430023,0.0632321966885071,0.0808531398410726,0.0551116900028501,0.0585034141644676,0.02729843374637,0.024207527583381
0.170880745754877,0.0614747396443343,0.0797321338162265,0.0865702684997295,0.0826870556585674,0.102115029319184,0.108144729308066,0.0632611597061523,0.0814021949839138,0.0552488556619087,0.0578727108712161,0.0266617589765309,0.0239486177992938
0.172058693736386,0.0613002702520071,0.0793514127633417,0.0862451763539336,0.0841125688949163,0.101252573084035,0.106917856232904,0.0623625331368854,0.0821515322856489,0.0554020608315508,0.0579758813348884,0.026703275973286,0.0241661651202163
0.173232292905234,0.0610386212920955,0.0797771321347969,0.0859159378999125,0.0832292628813679,0.102141163470516,0.105973813471659,0.0631424148570716,0.0809448680760654,0.0549316148681002,0.0583460112014897,0.0269511921690089,0.0243756747726815
0.170718587152533,0.0617519696338863,0.0804513455592367,0.0867101012256996,0.0821219157658066,0.101678179727003,0.106505458468819,0.0627716686643422,0.0820862794090719,0.0553450594223221,0.0584150324703596,0.0270143688859773,0.0244300336149422
0.170549396987108,0.0612104470974974,0.0805191992514366,0.0874440074402634,0.08279587112408,0.101553299046977,0.10593191013756,0.0636623826692963,0.0815191665287408,0.0554855475960795,0.0579564195487662,0.0270328068250746,0.0243395457471207
0.171408994898563,0.0610371106940804,0.0788932928847534,0.0867164992515419,0.0837251767373735,0.100926585676219,0.106927443692775,0.0634630094992525,0.0812006349978878,0.0554938832649984,0.058716599378625,0.0271450202275033,0.024345748796426
0.17249640458272,0.0603903052904672,0.07940576099278,0.0873637761727531,0.0828194304461063,0.101307980302799,0.106731080074085,0.0625413683787708,0.0824780468409567,0.0549982250590724,0.058460494769081,0.0267634858243879,0.0242436412660207
0.171002446755982,0.0607992630390072,0.0796749389447173,0.0868466420660333,0.0832077067270722,0.102080958455553,0.10634749517468,0.0637246517210985,0.0823452892232191,0.0545153775401298,0.0580498969025024,0.0271389760440242,0.0242663574059814
0.171242121172653,0.0624350643594413,0.0795918230470265,0.0865617745285015,0.0827033874251599,0.100715475292016,0.10704652838981,0.0634915862646103,0.0809462850255878,0.0557294830829722,0.0579816127517132,0.0272111946059382,0.0243436640545705
0.172096879910133,0.0607949974560014,0.0792989396094663,0.086761419088771,0.0824819286077882,0.102330486516145,0.107665217527678,0.0632268991958666,0.0806018059510518,0.0556161651035751,0.0578766832136786,0.0268076448188974,0.0244409330009474
0.170797381136274,0.0608633095970314,0.0797966378271602,0.0873574154323931,0.0836232332884338,0.101271716142554,0.107674919070012,0.0626297669543944,0.0807786342846001,0.0556113588896311,0.0585982352526576,0.0268751826360034,0.0241222094888549
0.1706192336245,0.0611556891677539,0.0795068961860798,0.0857554551125756,0.0841040441237341,0.101091082170306,0.107130085167565,0.0634494443881233,0.0820181733584912,0.055508849443596,0.0583500505750596,0.0271588277086334,0.0241521689735815
0.169776531899532,0.0613677674486985,0.0800610053647187,0.087202562121782,0.0829243252654612,0.101460188275108,0.106157514034368,0.0641937057839027,0.0816066504438239,0.0554768576932975,0.0582484622602336,0.0270153538151143,0.0245090755939601
0.170564747187019,0.0611730917765805,0.0797849702677485,0.0876871809761945,0.0837120087054531,0.101928360506684,0.106132106654922,0.0635144827339743,0.080603197596132,0.0555116672010062,0.0584834660850942,0.0266135912913771,0.0242911290178136
0.172348158953959,0.061630259970447,0.0799960796507724,0.085245841757292,0.0832581142109135,0.101303648309601,0.106907913811617,0.0632234916063085,0.0814574630671249,0.0552372063894356,0.0579173436825411,0.027047650009188,0.0244268285808006
0.171737309332036,0.0616284154844501,0.0794044724089857,0.086910015994784,0.0829041830064879,0.101738833102183,0.106831466973415,0.0621001735084505,0.0814869452563842,0.0553339708797229,0.058484477395569,0.0269295762177719,0.0245101604397591
