;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;F04;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;F05;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;F06;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;F07;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;F08;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;F09;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;F10;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;F11;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;F12;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;G01;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;G02;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;G03;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;G04;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;G05;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;G06;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;G07;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;G08;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;G09;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;G10;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;G11;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;G12;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;H01;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;H02;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;H03;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;H04;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;H05;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;H06;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;H07;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;H08;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;H09;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;H10;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;H11;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
;H12;Texas Red;;Unkn;;;NaN;0;0;NaN;NaN;0;0;52;
