;Cycle;A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;H1;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11;H12
;11;15,1314177750164;3,9139809128792;-1,69720651820353;-0,514019871686287;-1,59600664493155;10,8326185466485;3,78790206419171;-0,0295379129311186;4,45765012549373;9,53389039013109;6,69132649117819;14,241509171422;0,263762190078523;-2,48613741123609;-5,91131932426924;10,6675967856627;-1,57011550887091;-2,66570452665383;6,91962906491653;6,78945862306728;3,7355848136408;0,244646615507008;4,39667657890186;-1,57963995048976;-8,49435809589886;15,4796679902138;3,3447255661531;-7,15758521111275;1,16201296844429;-0,613301382066311;-1,51221396254459;-2,49090879972982;1,94521457741848;0,830162528351138;2,03780200527399;1,59384176088042;-1,38121716479418;1,86287104530129;5,91135824339199;-5,08804070289352;-0,74927097698037;4,70793817211961;0,98281970289554;5,77286852863654;1,88377218710775;0,985290501000236;3,40186685430126;-0,697983560489774;0,24089400246703;-0,265411090850648;6,34704063947993;-1,79972426744371;-9,07781728143618;5,75058240726685;6,47163111769942;1,46129761985048;3,55269225658412;4,70730072709375;4,42931526156008;-3,00856763816773;-3,40910718371197;9,57857820877689;-3,57076568979346;1,87862828125117;4,85911895210393;11,4379970538312;0,792452938029328;-0,794757566590306;2,65595428477764;1,0384492521589;7,22876569766413;-1,15511119529992;0,80646208452481;5,52324252436074;4,58800270191796;53,5699388931862;4,00595113920917;-4,58355143637982;-0,639035561612673;2,71132360604815;3,91321400216202;3,2785753534813;-0,429400039896791;4,18524726015221;-1,11891845819264;1,32126550824023;3,82539915107009;3,3188927574929;3,18489557539851;0,870831027634267;-1,5442069482815;-0,426727971642322;2,92164366177076;-0,431074905162404;2,22370867436166;2,63094194444511
;12;-4,30896459365522;-3,2352612183131;-10,6240404892087;-1,74510900607493;10,1763362932679;-8,55231501622711;2,33761114672416;-0,446186139782185;3,89091212469884;-6,0846301113188;-11,4359717985008;9,64441122404969;-5,91626500591428;-11,3094072071981;-8,62564222512174;0,685495674855702;-1,19117750427904;0,529775469251945;-0,876809107119698;-1,61599557086038;1,2212780372156;1,82169928516669;-5,32758845809622;3,05763113666308;-0,285909758919843;14,6826752567904;12,5197349129048;-0,834125204686643;-5,28484355517321;2,65021191874348;0,620099455452873;-2,47067537205521;4,67046298251034;7,36925890088787;3,37578455665425;11,1782029430351;-5,475108040343;-2,55069429738614;-7,69952195193582;0,0746448900590622;-1,07211452140109;-10,5259541022588;5,44615851362596;-0,319744918905144;-0,210356479562506;2,99328765932933;1,59819894514749;-0,0737947846764655;0,357034938918332;-6,18125689483804;8,81390715202633;10,3105260427201;-2,81235947092046;-2,05265794182105;0,658878376344546;4,14699135181218;6,3111927197956;0,543868646893316;2,40595512044729;-3,26869025425094;-2,90318328320427;6,25858460197833;2,44719372425971;3,5586607160426;3,62616536292717;5,82851052839487;3,43790815841476;2,55960603381436;1,93903528812643;-0,916757189193959;-2,74799990216798;2,30616819971465;2,08645496165218;0,435815505103164;3,97400334821896;60,646204850229;3,65972083122551;2,50235415825546;2,94412619781406;0,864288306728668;4,67149421270278;1,01909509746611;3,70233072569818;5,06555016580114;1,2140307462073;1,27267817456459;0,769458753180061;3,65969213831568;1,68453657289865;2,79348803081166;2,25559583967379;2,32715091312002;-1,21846587112486;-0,424806344552962;3,61748705941091;2,11240500563963
;13;-0,199035160135281;-2,76879693674164;-15,5291325086646;-2,51708718729515;-4,06441760190773;-1,62392577445007;-2,33263127602731;2,76339822838781;4,75138430600464;-2,4868158428435;-4,89520450555665;-3,61298743507177;-7,46977550877818;-11,5678375314865;-6,40178921885308;-0,0229038949164533;-3,01210070451452;-3,25757827701727;0,465531677875788;0,586028002963758;-0,230004708977503;-5,23227654094899;-5,90318335122356;2,36864705339485;0,377410140067695;10,5192190011758;14,0543485248363;-4,22522794537417;-11,2008205090178;-4,14330083363438;-0,415526032467369;-5,4322584714223;5,12418628914475;0,0879226794204442;-0,863125035674784;4,20207763671351;3,60393522638424;-1,81603894017917;-0,529469184279151;-11,0114997331648;-1,47762826789585;-6,33498090388184;1,36407848092858;1,29876098790237;2,63532647551756;-2,15835548049654;-1,1239601539346;-1,08766092917904;-7,06168690055256;-3,17809804467652;4,8611551038166;-0,664227185729033;4,04699893010002;-3,25972217148046;2,4121447812804;-0,597222011359918;1,28463115049135;-2,7662313492101;-3,11812064083551;0,0777596423786235;-4,92200285253421;1,27995720492254;4,20289906699099;4,08188572699828;-6,47672523113943;-3,26170653112968;4,04095064830472;1,03528252642764;1,74405436182951;0,555805606963986;0,397440286135861;6,38244595050992;3,89742456011027;4,38231293240733;4,86042188279998;58,6760164705347;4,01153626089399;1,31316597917294;5,00531399497504;5,91713499241905;5,53452833567053;2,67716449087129;3,53980802722026;5,68446961278732;2,27512168625026;1,40090115736439;3,02771052826756;5,65698919963279;-0,056196182509666;2,56986119681096;2,76258958610651;4,63255167983834;2,96896768933766;4,91666024848882;4,1355876018788;5,72049887889307
;14;-2,22501051840845;1,12868166071075;-3,29957694166387;-1,21420581278289;-10,7990494878595;3,62761665831931;-1,03120450270217;1,23266387602553;1,78701726813961;-2,84774280048987;-6,25444045626045;-4,15591574721748;-11,1788033929379;-6,71716101827587;-4,9876009146974;-4,01286752445321;-4,42391394223796;-4,30222088128539;-1,11860198378736;1,07013713372226;0,393579129878617;1,98272316241673;4,0887741447068;1,59821232417926;-2,41859514432326;7,04390604396121;-7,90938556503534;0,00363024735906947;3,4666933572471;-6,32943437835911;-0,0335606614025892;-0,660348203816284;-1,8105757337139;5,3442854042778;-5,84925418895091;1,47910158945342;2,88723373613175;-0,674151420591443;-5,2396062147418;6,63607080662496;2,97332965795522;-0,287439961395648;3,23365871729175;4,60595757590772;0,719716694495673;6,21838938792098;5,85777741852598;-2,00559681817685;-5,3401793178673;-1,05931831820089;6,33796829582752;15,8642029599969;4,28977954035599;2,8503328964016;1,29000972786253;2,06791661257785;-0,104318893887466;0,593919928233845;-2,97243483137026;-0,693267586118054;-6,13548298381374;9,39264241744422;6,00019112445125;1,82335490011792;-4,78047360263463;7,64680825599589;7,28112855302243;2,25313063366912;1,86080380000567;-2,47110154055463;6,40908051986753;5,54001177510736;3,14574767665863;4,29747300410418;-1,04773954628945;62,8132212311234;6,36482534806146;1,24003571583899;2,39790358917344;4,95579560946453;3,46878126041884;3,8255390353238;5,81695655212752;2,14601611299713;3,94202248615875;4,69812639328848;3,13048499491561;6,97654109534687;5,46698041571426;1,55539976945147;5,71925818094951;5,82299322621793;5,87438133868136;3,01631609436254;6,06089075459113;3,82660169998462
;15;-15,4760111138767;-11,4918371760759;-15,4036594567033;3,09925778572961;-7,60390979937529;3,91729642738937;3,4592363670381;0,533902944041984;-3,05269013835414;-1,95863987020584;-4,43405008556238;7,74483960017005;-6,84420917721582;-13,695828953495;-10,0472451962241;2,22003919409599;-3,75284884211487;-7,64051998692503;-0,192994625464053;-3,6255960510739;1,2358029109655;-3,57975176187483;-0,998583884299478;2,08757175890332;-2,10881404419797;-10,4057966552655;9,75001073017665;-1,76991076364538;-10,8583131155774;-3,29600780329383;-1,06872565046524;4,0490624646618;-2,53394142711659;1,15919092700187;1,41822449211668;-5,02844133187227;-3,06151764398328;-1,8362151782394;4,02628931519484;-3,38696749953851;7,05974893002531;-0,274544980568862;0,475645036911828;4,04690545717085;6,96342292167219;1,42246315736611;1,20758010191639;-3,46537825897667;-4,0677426705106;6,38354416273796;9,4100947939296;5,02537853128615;0,415789198968923;-0,512868704726316;0,594610480208303;7,70297044364906;1,51767038579146;0,472393514290161;1,77002488220205;1,64204668501498;-13,300582128657;2,68485381481514;5,50513297802854;-0,11327311954301;3,42892168697654;-1,74518679903031;-0,796385809283038;2,21994349166835;6,47031922830547;4,72391380134923;-0,690868247889739;0,642450481781452;5,37319958686658;5,35790467590914;6,58205842548068;67,2212627804915;3,64249772793391;5,49162457423699;2,69854357866825;3,68202309711069;5,23851490122115;3,39991348938065;2,66431744312695;-0,174133600702135;6,40002944382923;-0,186678742653385;5,36800480968714;-0,821427876825965;3,51841637951929;-1,81540344003315;1,45234737609462;2,85523564542063;5,02778497981444;1,37680508165522;2,11919733798868;5,20395984103698
;16;-2,46488352249344;-13,2435671358317;-6,45700484697045;-4,72716231314371;-3,32526192044406;1,20705563850879;-1,5857321966887;-3,10224966925762;-9,02890872838043;-2,18528658238301;-0,76075323769237;-2,26198318985826;0,181080761221892;-8,10668119185448;-11,0942942224156;-4,08458235959461;1,58589919746828;-2,04647136383574;-0,673065724314256;-1,83933186028707;-0,381116784372807;-1,64853162689815;-1,98004184986712;-1,65402662308315;-6,94740662266668;5,61796693307224;-5,73236311189794;-7,35917876995245;-2,35979110964763;-4,2209522233552;-1,52159047586156;-0,527797807485058;-0,506036548563316;-3,23547298837275;-2,30863196396695;0,595594827759669;-5,07974291934806;-8,72944128499694;3,18204710415284;-7,71792400448885;0,85870247503135;-3,72125550233341;0,583945291358759;-3,06815282472917;-0,393145772766729;0,846747592849169;-3,87885383059347;-0,653655814623562;-0,857399354307745;-5,26444100405661;8,3865798724155;4,43151973380009;-9,20108765589612;-0,458476392253942;-2,65396981224831;0,656142228687258;5,45371660782757;1,33081183886679;-2,19075342090946;2,98813458750283;-7,07473153656065;0,219258686415742;5,93750508388848;1,87989220527425;-1,75360977405035;2,95184416969641;0,619497672889793;-4,17018327264486;2,39784668783977;-8,90367528316983;-3,68393993851078;6,23068869609597;5,45464091067515;2,86469327674558;5,72795795563889;70,222648858989;3,56738872098595;3,31226502274285;4,85404407272881;3,42971840541668;4,94430710620827;4,69407630433398;1,72070630401004;7,82346983728166;7,1182192598053;5,8515292586444;3,5426131637073;4,34362088846956;3,6858197585284;3,01557908696168;4,51279504852164;7,97519745192858;1,87910009638381;1,64320353920402;5,6279661245444;8,76030278077678
;17;-7,04428459789597;-9,30407751005714;-1,07484863242735;1,275644288894;-6,58074822211893;-4,56748972265723;-5,60976201421863;-5,66544318444994;0,14929522924831;1,19574982272115;3,10166173094422;-3,19962327338726;-3,16400860563499;-8,42587216808261;-3,13753375504075;0,0654437118600981;-2,26551698041385;1,64007546502762;5,93359664823583;-0,197705052827132;2,93072172097709;-1,28093152747169;-1,34640928742556;5,44294244964931;-9,03410130545763;6,96812499911448;-0,997244981181211;-3,23437240368548;2,26206946000184;-4,60400677173675;1,24746464579994;-0,93528016692926;-0,177434216747315;-7,79565584892043;-1,85572546990988;1,60334575112392;-2,41988574004881;-5,14843922432101;-11,3656419370627;4,69725159397512;-2,04774106179229;0,240850526376562;2,45352631947662;4,7831356004699;6,19517294433035;-0,781127335976635;0,267590984106391;-2,05130519855993;0,823562856256103;8,2658603473119;8,25864897134215;5,1406336980499;-21,3815275043389;0,962402121993364;1,11116256428068;0,862138445188975;7,51533628332618;-0,538990488690615;1,86249968607717;-1,69045879693658;-8,37125880517215;3,1513290765979;6,39116048915821;5,06088568384985;2,61037924868288;-6,99302129418629;2,181899379485;0,226135267374048;8,04913639956931;-0,280670693625325;1,17140504451709;4,86701873027778;4,8690576659792;3,33113443162574;7,10514486786542;70,8172032837738;3,13838810050993;4,23959825973316;6,68569682463249;2,07317769413385;-0,236891869423744;7,24910800764019;11,8034636154021;0,939477852823984;4,99137745091184;6,34545969644842;6,218599013127;4,88278416411322;4,9780402673191;3,38676862051625;4,48810768093063;4,8506591841292;5,15968840153391;0,212070838809268;-0,564492641502056;7,8148431311588
;18;-1,2348394187984;2,57488433183426;-11,7208742839302;-2,44593908091065;5,6194197684481;-3,30871125543581;2,01668913845378;1,44193726768071;2,16630686444341;-3,18912722523874;0,992437040273217;-3,03529802647518;0,40935935374182;-12,6749154300132;-9,1450210879957;0,637909018540995;-5,95058257765868;-6,6488694954769;-0,581696930159524;-6,61367574926089;-4,29422494818573;-6,19769078494483;-5,11048914942785;-1,19654456121316;-8,70491874825711;-2,76089015555863;7,78094927249094;6,03759925567465;-7,1555261257563;-4,64440106523671;5,97450916437492;1,53362188099345;0,661476465523265;0,899624877298265;-3,58322174675595;-1,28641993270503;-13,2152544376331;-2,07041635929545;1,07686634011588;-6,08650920514083;-7,11214481027218;-5,8536887982973;-0,659112663702672;-0,653619785729461;1,51638363296252;-2,35836632817882;7,57154545585126;3,28346343232261;-6,08515852947949;4,99512410050374;8,4748134651154;13,2156924416213;-3,6631475742015;-1,98521269680168;-2,46102910402624;2,95311184023058;-5,23378739785767;-3,35032570958538;2,82042028571595;2,040934369561;-16,8408103387155;3,48814439212674;3,65479966934618;-0,210558089665938;3,11639039472993;3,63338646034026;4,14958517747164;-1,4232466149042;3,05994732894487;5,91331038641329;5,56595678478061;7,25452728790697;4,40895761457386;4,9025104560742;3,33340489351258;76,1843864406915;6,48157416907134;4,75920556329311;7,22616137830437;6,8859225514002;7,70143066959781;5,74971169640139;3,51316186371287;5,0810195171357;5,29112888892587;7,43213136320082;4,96521774906341;2,97129260469774;3,42538092138875;5,4872118347339;4,89104813332096;1,14327222294423;4,28179305168942;3,48055799379244;8,00932944993792;5,37815177591528
;19;-5,3154745802467;-2,99001443844554;-5,17118736214525;-6,08332721707939;5,39609692673821;0,5579154872039;-3,75717137043648;5,4137459194867;3,02670558625641;1,62811964910816;1,92674202159196;-0,722900864890107;-0,944575584187078;-1,47853355707412;-5,80416230280116;-6,48826915894006;-7,83233963616931;-0,221310877791439;-2,23983802714884;-3,47233285843913;1,87391357744582;0,673401481454675;-8,7385910022158;-4,04215608415325;-11,7187998230975;0,663467713770842;-8,18001420518704;-5,01159425687547;6,74063752983238;-9,36393126514849;-3,72117656968703;-1,1559198478185;-0,613688763051869;-3,42118887049946;-2,4107444284291;-2,32209332515777;-7,07332091176704;-2,57381960730709;4,01625882309691;-7,08231334405809;-0,0339964658505778;2,28905916061831;1,16845699975011;-0,451860294630478;1,34059219135952;5,7052470485105;2,83840203592626;3,25070299962954;-7,03187559806247;-0,702693415089016;9,42062105913465;2,41949306594506;4,59456515082638;2,44633384714052;2,21150530961313;1,92953692654191;0,296474819146169;-0,250059047883042;1,61147785923094;0,0520600991740139;-11,2899376815349;10,0693618243322;5,96331614594237;0,00104617370698179;4,20836100521592;4,37167887096984;4,05423953283162;0,62799523585818;3,30273355729378;-1,73047444702388;1,86412760695566;9,23639758658283;6,7727353062046;4,01432283030181;6,85660298485755;80,0504722774394;10,9928447951147;7,15621257800467;8,73564473379702;5,36231346611021;9,26333766867901;6,1797390931747;9,87520714919992;5,59644192259566;5,98859019564679;3,32994539112224;6,08848518435389;4,61497043555846;8,67841597858524;6,70180943555852;4,11601479518276;6,64869674750662;7,68743999210392;7,6870400285984;4,29702111315601;1,68142150356016
;20;-8,20829082555338;8,63883104438264;6,21298100398053;4,39989214570323;9,43526805269448;6,53762320280566;10,7894669603834;6,69543614895156;13,9958486003225;-2,08945737753311;-1,40228433418815;-6,90379225654397;-8,47985387813242;-2,0066210567893;-4,0482983273132;-1,2041546363389;-1,41019803888412;2,05614743869228;4,67905133708473;3,27378066563551;2,0273738754031;-4,65077297789412;-1,3417542246043;-6,11654588998408;-0,978070406070401;-1,8742378446359;-14,8669693123065;-9,82913698404627;5,12986933025968;-0,534994857901438;-3,52723124980821;-3,47218701087104;0,548368775706422;-1,64658542688903;-1,13538934234475;0,019561001537113;-3,89348521028478;2,77624815767831;-3,62228579059047;-1,80689877891746;-1,24261605781885;-3,62864100373554;-2,48642480982608;-0,490126305602644;4,33233749647979;-4,26063248368609;-2,26913775204321;0,945712207541874;-9,25044178938242;-2,80589749873343;-1,93154557310208;-3,18852498393608;-11,6719909141875;0,156248925642103;0,900122771528004;-0,0433787608876628;0,699421363669899;-0,329664281215628;1,63244208216383;2,31353575285721;-10,5574851332294;6,84154178266454;5,13384124332333;7,6525629113612;10,1758782594461;-2,29212637786804;4,25108736435686;1,16761210467166;8,35919923146503;0,57548049176512;-0,681537760522588;4,15146002178471;3,63341860581158;4,88737760368304;6,56547371487204;82,7704357750504;4,69559097225783;4,88253679725312;5,61645936001469;6,20422943535459;7,95837618127098;1,32381173905196;3,73091559658724;5,28792929609926;10,6563248516586;3,94838296714215;7,50332772345746;9,20648147594511;8,56343126938464;4,74837757275918;3,80964275416409;6,55699242409219;9,02956313424511;7,17179593924948;6,06472037654657;5,24750235609281
;21;1,60458242730056;18,5174721388048;6,75927184323155;12,2359786302904;21,2496225798832;15,2384138930283;23,3246386147416;27,2464788825914;29,9887600106504;7,1365034329001;11,1711187903975;4,0580529276167;6,40306872186557;10,4914790662087;1,03297106360878;-4,39210249523512;-0,551057802006653;4,30490116179135;2,04100123404078;3,42427967350477;6,44424652195266;1,0727258236484;3,13731736475074;2,88651090412259;-2,22222959170358;1,89337741632153;0,509145972016086;7,36311189941171;-4,52745420310475;1,11253778736227;0,303864734591116;4,73884074918715;2,38819851750532;-3,72670389305767;5,50680057236787;-5,19539279809214;-0,494658040261129;2,15691550895099;1,65153177165757;-1,07350478325225;-1,31583260254683;-6,05486071853647;0,258102653705464;-2,18568960787206;-1,65861030237966;-3,42993683075565;-5,79283827551899;-3,22479373677015;3,11989344705307;8,8478940181185;-4,57104115016045;-4,24060320551598;2,89954884500821;7,7873824616654;4,80108446342092;1,79890789676938;-4,63981195082215;0,216598167031407;-2,94385485032672;2,18970654756595;-18,399654770391;-3,97214688340318;5,22206027426455;3,48590112732245;6,30694171460982;-5,96272922075877;0,789718468971842;-3,13854444302842;6,55877204436683;-1,29570277160929;1,4429882959821;2,92356217599627;9,54054835395573;6,42703449407645;1,39736926403884;86,7512780852185;4,21428852060444;8,35275895113364;11,8678455271152;2,80447511739794;2,76591021420518;6,99499591848098;11,2702258853847;3,8331694648964;7,04854226884981;0,971441328852052;7,97001021164215;4,74306025309215;6,32274013765937;6,46390767208186;6,50493155717777;6,56961512729731;8,07891481660181;5,16712605712837;0,445250188037335;8,46066923461149
;22;26,9760291717394;46,1661597876637;29,734028198468;24,3558712271069;35,0440072606552;29,3905561373913;50,3779569123139;56,5420006722798;55,6215920699856;24,2528902282475;23,8398495629026;3,09794449258425;-5,0189924365186;11,673472206593;3,36213295382277;3,5291970468752;11,4070750543297;11,7529520504977;7,80328117160434;9,86915228357748;7,97425835702143;5,97513649335178;2,5726434975295;5,36757968196525;-8,61266978645017;-7,03074105093856;1,90043594663803;-8,55258715528544;-1,1976945010756;-5,41935209865733;4,33351327651371;-1,02511821808775;-0,17955507353463;-5,88929427099356;5,04180422667378;-6,62577979625803;-2,96070314536883;2,23630171899822;-10,6661231308626;-7,40624610859868;0,343309570185738;-4,45761665965529;-0,883716240376089;0,778332603207218;-3,64725051662344;0,72562149049736;-1,35426539111268;-4,83005830819184;-1,11887067991302;-6,33281875050125;-12,4510888049599;-4,99163668684378;-6,8725503606629;-8,35356090848563;0,625539061480595;-0,110085180671831;-1,08849041471194;-1,98783082177306;-3,50650289185796;0,752845407035238;-18,5198593019886;3,7331242372793;6,82224284039512;0,393978227760272;-6,48249908014532;8,0302203990932;-0,347123634190666;4,71738108959698;9,88599220625656;-4,27180450862033;3,31697679835361;8,63616013433466;9,41318660202978;3,75701905860615;4,41032260605698;85,1048089603114;5,45207501900313;6,93501684854891;9,36449040218167;6,54330708707494;7,55831372882994;4,97491798882038;6,57614045226546;5,00490169180785;5,56799672811576;2,2257337546589;2,54826341563421;4,71897661515595;4,3224259112958;9,304257286341;4,76143435144286;5,63407763551413;4,88752159473142;5,73691953679736;3,81922305586659;6,93095690412156
;23;78,441933330867;86,818782998158;80,6155818886682;55,3598871555796;74,7770212469377;61,5391908799002;107,704816842621;115,173624698182;114,84272576177;57,313104075658;56,8611762007513;41,3341088362849;7,18447161198947;11,7698490308667;9,44386497669166;4,83306985085983;9,91991679637886;13,8243780579978;23,0174716133806;23,1297113072078;25,0639779069579;9,91705139856367;10,679367949163;3,57512360868986;7,89160368080684;-12,5901874633737;5,70773265009757;3,58654828908402;7,20654666309383;7,34855198922651;3,0482328647895;2,74587142096243;2,42063610956984;2,83733688943539;2,08678840625271;2,43734574372047;-4,17826580555629;-4,43905100869597;2,9020538119803;-1,82784049786915;-1,55350316958447;2,39144398149438;1,90282331282015;3,24069582426591;-0,989184021828805;-4,38343810944934;2,91616157206408;0,640119134241104;0,0802900510525433;0,839900366466281;-11,7452892470774;2,98047314574615;5,06300784211908;2,45726500715136;-1,27842612513086;-1,38422786520096;2,5974409584519;-1,85875306884736;3,28768649074937;11,2169149301462;-2,8404225180775;12,9609186412081;4,00311334942762;3,68877054326549;4,54997867785278;8,46600633205162;5,93502174707874;5,49755813533011;9,35714860140297;7,66563682140441;4,42980541204543;8,37672739474147;6,25411769773882;8,77826514540084;7,04782544666432;88,5863976655573;2,37557988277649;4,06832813257688;6,80980789052774;8,98023317145089;7,55623333517133;4,97746899932963;4,43397782002012;9,76101878642703;3,98312115466115;1,70793584307603;-1,03892827703567;5,18483410234012;7,92842970685115;6,15254935010262;8,38415411281039;8,21087337920198;2,8433507624386;9,39086945109693;6,70368072034262;6,48545201078969
;24;169,823248113952;180,204749488281;173,975741928437;122,962840336338;134,956491702712;123,639649431129;204,499126565862;213,292483046632;218,447886982414;113,706850195563;111,444220570064;93,4917429319275;18,6698305115269;17,5680784393471;23,6748691731136;16,9539510314762;18,6674666854196;30,3702636328389;46,0892956069856;38,3601744214666;41,2663246656671;23,5612019253422;21,109431236513;13,2977522779529;0,917258325062903;-5,95699005733877;1,71064305427171;2,35329574167372;3,51096032056648;-4,21753833490311;2,47128746395356;6,68393042120124;7,17880654136525;5,91536271820132;3,64362235174394;-1,75614057181701;-3,69680145341772;-2,47467063116073;0,99579755486775;-0,605450950654813;0,458716336944235;3,52985891416665;-2,54395886242173;-3,32112899340245;-7,501369130076;-0,72721832982279;-2,21228429890107;-2,51868937666768;-0,168483681619364;-1,82493255055761;-10,2578786426948;-6,48173992071406;-3,66869554522691;2,05197240553571;1,81894237203778;-1,16866874579409;1,03094609914706;1,32349283446274;5,56953760054148;1,47389636675416;-10,9859559521483;2,522402101431;10,8964781250097;5,75496799505618;-0,861662968665769;7,6917606636498;6,39245505777217;6,31876976100421;3,19069107022824;0,665619508583404;6,20993445668501;7,42996544113385;1,9895576695576;3,37672792714056;6,16270500208429;89,9720474989281;6,20925915795078;2,79539319110472;1,1386955844132;0,505136286353718;8,15843598183665;9,30403887113835;6,30367813737939;4,47147990592657;2,38725417586511;5,43208763291113;5,31646104865786;3,82587404940205;6,83426432497981;4,40749704411019;5,59790754634287;4,18061324545852;2,39293370464566;11,8982936615648;6,36667960598561;3,86193908570067
;25;312,226514967692;323,769503572949;334,918704757891;223,16423527909;231,976575980571;221,578802552362;368,134366150281;364,560650379841;373,952991060736;216,673293434737;216,321402330997;177,038799573796;63,3666786181702;59,1844513406249;62,1346923031324;36,6299629618916;38,8161588820985;51,8235661437539;88,8789917019853;84,3744166608708;89,1605763226016;41,1860989401275;41,8244264226296;31,8256474180243;10,3541617537458;8,82531436058434;2,33907599098711;6,87307194315508;4,05743859161885;14,250614168579;13,6380717705288;14,3002268728728;14,9689229371761;9,40999706516959;-0,729628687299737;7,33814316776716;-8,46839225143049;0,302919653002391;1,39074811543469;2,5972280341166;9,56784941026308;2,43762904369487;1,96093297130255;1,12167763638445;4,52555441712684;0,801468519569426;3,31008435545118;2,76283130739012;-5,1383210977765;-12,0466323793198;4,07906583302702;3,96990501616528;9,61110882198955;-10,7116996900613;-0,512443524077753;2,75713489830468;0,339391765641267;2,67179224736265;-0,600346592008464;2,78815656066854;-16,2855854013469;-6,57336159771785;6,13818479459678;2,0472337326969;-2,30332921291028;1,6332142432675;0,336413891493976;3,52286024087834;6,5803698144814;-1,80016146383696;-0,942840067341422;8,76498354672958;4,33177530668672;7,59532034261292;7,18419216101529;92,2328134346358;5,47756291554606;5,57702954606248;3,85618930465398;7,22476572065261;7,9579870742582;7,11633405438033;7,40272077423788;2,82934214785655;5,45927997660374;4,73692850982343;8,57517122757736;6,39643084451836;5,04247856705479;4,92419877834618;2,62330945166423;5,66263251663986;3,91213969031242;6,49578082535754;5,87430018046916;3,91540958517089
;26;521,178946334149;534,70004493586;558,565822982586;330,078303806103;369,181249575189;343,330825185618;588,356614952128;580,876106762214;602,939957058835;352,655545828868;349,994187731175;302,575041055279;112,263844587258;118,277311707639;132,48487324385;86,4660139829321;91,2923982746161;96,4454039242837;165,036852043046;156,140996703873;168,414255657853;86,6681931447838;91,9803538872666;71,0926805036443;18,0526089406667;13,0526145661834;13,368945842305;4,53628253558327;21,7775043807178;13,4394918442667;30,3193404103431;30,4209132738793;32,0347783931093;10,517874293706;14,9064608190829;12,7433282591755;-2,82731864581183;-0,431700612021814;2,079440395657;-8,67638780475318;-0,821654765601124;2,66839807904762;2,4234006910674;1,57310193421199;3,10971750989575;0,714259803766254;0,171327228761584;-0,220114487698993;-5,29330146236134;4,02619209099703;-9,33640231980826;-11,8717180502226;-0,475223114490291;2,2231527024469;-2,08324704462666;-0,132744287527657;1,6912367579821;-4,27564036365857;1,35860109759415;0,475328166290637;-11,560427848498;-4,36003812913714;7,24787164619829;-1,13997181967079;2,07031030059989;-5,54975284187549;-0,988958807889958;4,51114091953741;7,55221899383423;-5,15200898566218;-8,52103703999001;3,89941945199462;2,73543985858805;4,77896166302571;9,6766078582873;97,6523084142659;7,37138076233896;6,9412986751372;6,89710846200796;5,46077658561398;1,19179629406108;5,68023209187231;10,0137297197866;6,01173357806874;5,15600197191907;6,54417869441158;3,20615090102774;2,82844267535802;6,03228322587347;7,3370724042079;6,95534045129307;7,16593386869499;3,13857510532762;5,8257116539221;5,1831313352086;8,01399512698299
;27;741,396528787807;754,463786355327;798,108305441609;471,910511371058;505,041762268073;482,144107040939;817,294105115847;807,894218103521;840,704689349065;529,354837196273;530,403067354547;469,1401522014;244,690470089514;265,838457127796;260,894750507982;164,972175100134;161,371139294604;177,688783879686;301,036313779228;282,319418381147;309,748856939147;177,577628219958;173,391545575795;150,139887544448;44,7809848882689;40,0493881276207;43,408237050764;37,5186588796696;46,0759375522448;36,2761503796582;63,8833881597197;70,0851692511646;64,7741100889234;38,3056444708218;37,9318092745589;28,1117194030867;2,15685491905424;3,13806753851713;0,672587538891094;-5,78514234156683;9,16262255270794;10,0505421012986;11,7234180414339;10,4668666336916;12,7404599825513;7,55953810576193;4,17268826770305;8,64869834933961;-3,83167960378705;3,30968025192851;-1,23054981109362;-5,89991970924893;7,13570720634925;-3,82865782619137;-2,28918502176475;-0,0198062901986305;-1,79169495336373;2,47230835667142;-3,98750538775494;-3,16030222463996;-14,7538291435194;-0,73966153836318;2,48012423204773;3,06249044305787;1,6400943970566;4,09841720097938;-0,332979705322487;1,56007431492981;3,1668938417597;7,53635196753839;4,30576420337184;10,2583136950411;2,29592297777663;4,57908278478044;8,60369194496661;100,320822008018;5,71281167317784;0,68831655852;5,27013575491856;9,57576066136335;4,53553393664242;6,58851016597418;2,45235438540385;9,73664894793137;5,59235895027814;8,8409470296192;8,21622579617997;1,36668450338902;6,76223555285742;6,4466964345097;4,12735944766064;5,8552246403242;3,12565298399386;9,82311540232422;9,42249623922498;7,26662816307407
