Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13
0.12298758208031661,0.08312029528717794,0.11587110545932389,0.20264917874959384,0.08192648738773017,0.0386910325361588,0.0247042707606225,0.056361710418060505,0.026920069089984865,0.038713588166147894,0.021427289626914005,0.11591386561481715,0.07071352482315178
0.1231377731687609,0.08301641335872269,0.11587035866844937,0.20266903072518264,0.08159722462864748,0.03861047798326169,0.024808946772460795,0.05635130715344521,0.026888934870418418,0.03893305604967137,0.02111385951298164,0.11583233429182362,0.07117028281617419
0.1204808228681997,0.08326327238656109,0.1155211720082484,0.20198058938231997,0.08129075577103036,0.03817870603318314,0.024582964546157444,0.05645068733243634,0.02681785687413227,0.03898384492246463,0.0212358742282449,0.11846816870653175,0.07274528494048997
0.12390767715302635,0.08296189718618216,0.11566413383725642,0.20330162422153558,0.08165424096939668,0.038663853356691785,0.024807585871923415,0.05632653185638149,0.02689215765775177,0.0386730641805756,0.021124266856395,0.11489599167421619,0.07112697517866738
0.12537504142513398,0.0829084961294719,0.11627105976703792,0.20377654491086106,0.08180682339335005,0.038956131430308974,0.02491871329477984,0.05614708662794703,0.026850435924750737,0.038658748510187746,0.021238318214970384,0.11330935779520124,0.06978324257599913
0.12418256055177805,0.08266608770308391,0.11625502569376296,0.20345247485582482,0.08179412189121911,0.038746380993324135,0.02485321973141617,0.056141632155164455,0.027020135448595863,0.038926386451700545,0.021180389697746143,0.11441677660929549,0.0703648082170884
0.12200807452508161,0.08313120478592283,0.11590350738311338,0.20242889715244838,0.08129580848483471,0.03841287119555305,0.024711354319901204,0.056361022734538434,0.026895076453513623,0.03884425309256254,0.02127094935257737,0.11698231033115884,0.07175467018879417
0.12273761173757057,0.08294653801420594,0.11602864382639318,0.20280841251806953,0.08139907113212869,0.03840014176920846,0.024680971599747005,0.05643807569104952,0.026726961769966005,0.038765702015704805,0.021174132939886344,0.11613152221297297,0.07176221477309683
0.12313953388638303,0.08292211643450813,0.11614090171124651,0.2031524056941935,0.081438651344027,0.038460430947423276,0.024723311087419042,0.056324316032853705,0.026808671067858593,0.0388551514699101,0.0213453048553729,0.11512845300066422,0.07156075246814005
0.12420011244687428,0.08314823712433926,0.11627037449372093,0.2031648649615057,0.081852626590377,0.03877246218068682,0.024683130487845248,0.05628345667736707,0.026849266791381693,0.03850657534943772,0.021189352066406073,0.11454593925856817,0.07053360157149013
