Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
0.9250493548969412,0.9443320382241143,0.9499951057108027,0.9468572433300202,0.9617024274884779,0.9649127440362166,0.9269266618683544,0.9456446248650984,0.9178542098648597,0.9215177743097404,0.8668920875323481,0.8601029728604432
0.9251330690165978,0.9443589033148613,0.9499491157389035,0.9469261882064517,0.9620472075663271,0.9648049141335246,0.9271256113598461,0.9454704861894588,0.9179253567055969,0.9215304558134279,0.8668517747470111,0.8602121865165872
0.9246269622292183,0.9443499878293811,0.9499235626454584,0.9470411889303115,0.9616918263103514,0.9647376115228687,0.9268993187393855,0.9455745097576119,0.9178505079466285,0.921265999170576,0.8673521906436535,0.8602247498480677
0.9250600103907625,0.9444980756145944,0.9501729101724427,0.9471127912501872,0.9619713091716348,0.9649873495929643,0.9269117815927354,0.9454967843332296,0.9177546803901645,0.9213734927232962,0.8670992191603533,0.8602614533948525
0.9250236336600483,0.9442595853762786,0.9501417311106329,0.9471459748979116,0.9618466945993052,0.9649232560144704,0.927161196609155,0.9455583685814731,0.9177687905035576,0.9215085018200637,0.8668809421340479,0.8599265566092731
0.924821079844719,0.9442081617312277,0.9501713226608273,0.9471106660855807,0.9619185651183477,0.9649526052466026,0.9269901683433754,0.9456558208845418,0.9178608211803349,0.921570470908037,0.8673163656989219,0.8600503353491893
0.925039262475603,0.9442109210224678,0.9500846833983553,0.9470974842226665,0.9617892870059742,0.9649668492472779,0.9271535275140815,0.9455276962536762,0.9176992542495347,0.9214457792456564,0.8672087490416064,0.8605018083789655
0.9248417058958637,0.9441086304904339,0.949964145395277,0.9466066018572858,0.9617817917299119,0.964688089147402,0.9269609267724402,0.9453797056711947,0.9178011727872382,0.921449386395197,0.8671289411329431,0.8601098702835351
0.9247462109917912,0.9442867447567221,0.9501336928921147,0.9470897691491423,0.9618858177169645,0.9651725160398387,0.926961748645838,0.9455154585730686,0.9177531443463278,0.9216193636999507,0.8669191191105283,0.8602820080506633
0.924910332384176,0.9440664337163251,0.9500571563087113,0.9466364794413115,0.961616944134349,0.9645610833224846,0.9268104323943388,0.9452100420042213,0.9176509436440862,0.9211793164540248,0.8666024514038391,0.8595689417569783
