"Rosa_canina","Briza_media","Lotus_corniculatus","Populus_tremula","Acer_campestre","Rhododendron_ferrugineum","Capsella_bursa-pastoris","Fraxinus_excelsior","Carpinus_betulus","Lonicera_xylosteum","Abies_alba","Salvia_pratensis","Geranium_robertianum"
0.152276671990935,0.0644335753233931,0.0805135062520583,0.0865278869117555,0.0831946026522654,0.0985766569127794,0.102292496661282,0.0662593903095187,0.0819368365281579,0.0593538778617377,0.0618185633684757,0.0327375607335411,0.0300783744940996
0.15196976678851,0.0644290050891086,0.0805280661867855,0.0864504034787846,0.0833865359423537,0.0985559448927429,0.102323543956586,0.0663818145389556,0.0818357684925632,0.0593551186396895,0.0620499828389031,0.032673370378646,0.0300606787763709
0.151634896481505,0.0646225204758452,0.0805991602558158,0.0865637063143179,0.0832392456526535,0.0983885980867525,0.102480194347232,0.0662653648367372,0.081995401173877,0.0594481937531821,0.0620550659154605,0.0327285472471547,0.0299791054594663
0.151691397226589,0.0645677914295512,0.0809230358918582,0.0864924549627086,0.0831497311404956,0.0981896612329848,0.102470767460831,0.066176369430502,0.0818926232068666,0.0595871886155211,0.0620733205294837,0.0327823528371523,0.030003306035456
0.151274209135021,0.0645749178299132,0.0809120002505134,0.0863730704606199,0.0835451792599829,0.0983078187941371,0.10249379028948,0.0663329199445084,0.0819844152432631,0.0593216848351291,0.0620495954898863,0.0327351050582764,0.0300952934092699
0.151516629670351,0.0643290804877311,0.0807688289355828,0.086285734914579,0.0837323176780487,0.0985107976510824,0.102174666552527,0.0663342872286301,0.0820628214423986,0.059445285926638,0.0620586697092146,0.0327715370238065,0.0300093427794105
0.151945023611101,0.0646565753023754,0.0810432379779126,0.0863482672220036,0.0833463398608722,0.0981210799052922,0.102267511489154,0.0661736550033281,0.0817683715560766,0.0594132022687946,0.0620559553295925,0.03279999763356,0.0300607828399378
0.151663457800194,0.0647024291895011,0.0809149490648562,0.0863943349333151,0.0831809793111847,0.0981678582594124,0.102319942420031,0.0662176432503698,0.082144304376238,0.0592090111396182,0.06216760693132,0.0328731855881599,0.0300442977357985
0.1516882659272,0.0647198109330611,0.0810443523874978,0.0862504138029226,0.082912039209272,0.0985163976494587,0.10244968785931,0.0661750231801233,0.0820268091571307,0.0592877054163615,0.06208681399796,0.0328341382795905,0.0300085422001121
0.15188971100079,0.0647421686717312,0.0809921827837932,0.0862767037967212,0.0830974468631058,0.0982387753923559,0.102143770526414,0.0663814388449444,0.0819341592702201,0.0592902936655561,0.0621207196683601,0.0329046607786254,0.0299879687373831
0.15209162454764,0.0645901320918152,0.0808387754251614,0.0861458340480862,0.0835170400332993,0.0985948407009998,0.102325015863671,0.0660615968062311,0.0818224473857409,0.0592440193297714,0.0619537418345343,0.0327690857159034,0.0300458462171466
0.151852734716836,0.0647309815047476,0.0807157411023701,0.0862636195787501,0.0835355068779099,0.0983573435012582,0.102594495643664,0.0660594262758621,0.0818781685102726,0.0593650400446072,0.0619430397931276,0.0326965574630409,0.0300073449875528
0.151825432488942,0.0643248368347955,0.0812600649168732,0.0864946203026869,0.0831876126815155,0.0984190852955265,0.10246623260172,0.0663333360349463,0.0818708300159186,0.0593525968639537,0.061785521171931,0.0328110492950245,0.0298687814961663
0.151973680111322,0.0645855479226686,0.0810018502643219,0.0860894376162116,0.0835458390426291,0.0985310403292016,0.102476688879745,0.0662423740400058,0.0816414111943779,0.0591878593124316,0.061901646425216,0.0327760664671183,0.0300465583947513
0.151729044740868,0.0643407630663034,0.0807480728645132,0.0861863850142727,0.0833688197199325,0.0982373419809951,0.102562108198612,0.0663628266320099,0.082084394713638,0.0594094448670973,0.062249384139189,0.0327541058258852,0.0299673082366827
0.151545843952651,0.0643303824025103,0.0807721201194298,0.0864698135971986,0.0833763420143157,0.0990997636394063,0.102155479755572,0.0662590882737079,0.0817817006794633,0.0592658964467362,0.0621376569410206,0.0327088675515752,0.0300970446264129
0.151108561964282,0.0646363603459928,0.0809223922231262,0.086334307058004,0.0829937719349014,0.0988065894793521,0.102396920140007,0.0665824542963469,0.0820882182825798,0.0594745420429612,0.0618811319761805,0.0328361589146915,0.0299385913415751
0.151841281575295,0.0646071257002023,0.0804071287048817,0.086431286272543,0.0831477646519171,0.0986496403217263,0.102195917220305,0.0663173668945233,0.0821788092272558,0.0593400912687246,0.0620907160491832,0.0327479499131213,0.0300449222003209
0.152220659833472,0.0644768111573053,0.0806639337099068,0.0864272089067933,0.0832794036469568,0.0985080174576625,0.102319866035327,0.0661676378466822,0.0816954362722753,0.0595324147665755,0.061884128977559,0.0328745580351824,0.0299499233543014
