Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
0.9394669842356068,0.955186205989827,0.9597831947149456,0.9575646443705179,0.9694726073126868,0.97188008078954,0.9414308921342656,0.9563672093969933,0.9339170674567282,0.9367352289371076,0.8926404154620928,0.8868955848764934
0.9394937452698748,0.9552427846966601,0.9598906750871288,0.9574542581076608,0.9693188799476159,0.9718724998759484,0.9412995707908679,0.9561074467527114,0.9337788873361362,0.9365847157656383,0.8929222488501589,0.8870703688979295
0.9397815074289515,0.9553335866380426,0.9600234485101978,0.95768282790397,0.969411010477451,0.9720106201168347,0.9417235765915793,0.9565011150767324,0.9340213333174687,0.9369537012576392,0.8930983761849287,0.887386172297176
0.939500226253597,0.9551735826061657,0.9596976324520737,0.9573774789950926,0.9692610515415069,0.9717937847252927,0.9410960917647154,0.9559372900228728,0.9337489634827227,0.9366259912019045,0.8927179200253763,0.8872224013266069
0.9396712678997796,0.9549393309116128,0.9600362945053501,0.9572973897824442,0.9692571445641665,0.9717134641413668,0.941447669164332,0.9561982837692067,0.9339119976577858,0.9367300801697015,0.892523714143879,0.8869597882959069
0.9394616569836837,0.9552168164362956,0.9597136245365065,0.9572005303141927,0.9693053271574579,0.971674709855409,0.9412329175433723,0.9561686171968848,0.9337969197177989,0.9368531913711582,0.892304978608638,0.8868194259805962
0.9395819330220712,0.9552285994388409,0.959632924254347,0.9573619099176066,0.9692259287930712,0.971669993605651,0.9413040468649275,0.9560845913259741,0.9338272857044804,0.9368435673419888,0.8926513119876169,0.8868312687821797
0.9395747552430369,0.9549931387550321,0.959708907073516,0.9571743572257079,0.9692942751459606,0.9717285444410755,0.9411349863124018,0.9560127194736074,0.9337216546496324,0.9367027673885913,0.8926938277593301,0.8867483417938828
0.9396572485980379,0.9549814330185983,0.9598914097414954,0.9574434900136987,0.9693046212237909,0.9718875376905858,0.9412307044902426,0.9561195927530007,0.9338201713097919,0.9367496507424338,0.8928216360373589,0.8871911736811727
0.939553398215268,0.955128572798791,0.9594882477676768,0.957269525376318,0.9691817775576831,0.9717364892358844,0.9410810964806986,0.9561992597297149,0.9336686254266878,0.9368012322517881,0.8925675374171748,0.8868126833615534
